learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),ensemble size,size of class 0,size of class 1,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
75000.0,4.078125,6.834644268059896E-7,75000.0,0.8747321327869468,0.6151806064727969,0.86,0.6894175692044209,0.8850199433865157,0.6583747927031509,0.8063678584036245,0.6523929471032746,0.7095917690009956,75000.0,1177784.0,15.0,0.6491584685767481,0.35084153142325186,58321.399999999994,221.0338694150103,71490.13333333332,5926.713156387376,48.599999999999994,4.484895284651104,24.799999999999997,2.242447642325552,24.799999999999997,2.242447642325552,13.933333333333334,1.4375905768565218,0.0,0.0,0.0,0.0,1.0,0.0
76000.0,4.15625,7.075397621115876E-7,76000.0,0.7864232729886935,0.520269417530587,0.813,0.5961053322735598,0.8747321327869468,0.7482517482517482,0.7512869380362199,0.5654205607476636,0.6115241635687731,76000.0,1191200.0,15.0,0.7825919387204663,0.2174080612795337,59050.73333333334,207.17262183525918,72377.6,6871.227763029587,49.266666666666666,4.712698145385911,25.133333333333333,2.3563490726929555,25.133333333333333,2.3563490726929555,13.933333333333334,1.4375905768565218,0.0,0.0,0.0,0.0,1.0,0.0
77000.0,4.21875,7.268900582049456E-7,77000.0,0.8028086796937666,0.4810183034088709,0.811,0.5655531955976059,0.7864232729886935,0.6420361247947455,0.7187656369921396,0.5166240409207161,0.6064097363083165,77000.0,1196768.0,15.0,0.5386936948886296,0.46130630511137044,59753.99999999999,218.93345368594927,72745.06666666668,6352.972121845993,49.666666666666664,4.820590756130959,25.333333333333332,2.4102953780654794,25.333333333333332,2.4102953780654794,14.000000000000002,1.3093073414159542,0.0,0.0,0.0,0.0,1.0,0.0
78000.0,4.28125,7.465965851830939E-7,78000.0,0.7717671883535795,0.4482632810215337,0.794,0.5305314110949558,0.8028086796937666,0.6638935108153078,0.6979222323676454,0.48872180451127817,0.5700754535238401,78000.0,1218800.0,15.0,0.5414911503755525,0.45850884962444755,60478.200000000004,214.3952291580065,74202.13333333333,6828.788450028165,50.46666666666667,4.983783225431784,25.733333333333334,2.491891612715892,25.733333333333334,2.491891612715892,14.000000000000002,1.3093073414159542,0.0,0.0,0.0,0.0,1.0,0.0
79000.0,4.34375,7.66655462535305E-7,79000.0,0.7657036632220455,0.45358646720991924,0.794,0.5387784345334051,0.7717671883535795,0.6891891891891891,0.708159912060323,0.5049019607843137,0.5692657879413477,79000.0,1240592.0,15.0,0.43600465512467734,0.5639953448753228,61206.00000000001,213.97997236056548,75644.26666666668,6627.458632372557,51.266666666666666,4.772939595359697,26.133333333333333,2.3864697976798483,26.133333333333333,2.3864697976798483,14.000000000000002,1.3093073414159542,0.0,0.0,0.0,0.0,1.0,0.0
80000.0,4.421875,7.919513801526691E-7,80000.0,0.7793302943037566,0.4098073927189257,0.791,0.492334000505237,0.7657036632220455,0.5797788309636651,0.6638022756658756,0.444141689373297,0.561718524731972,80000.0,1251592.0,15.0,0.6180628177363806,0.3819371822636192,61874.333333333336,228.44526279885605,76370.66666666667,6472.150213101701,51.93333333333334,4.712698145385913,26.46666666666667,2.3563490726929563,26.46666666666667,2.3563490726929563,14.2,1.320173148816905,0.0,0.0,0.0,0.0,1.0,0.0
81000.0,4.484375,8.123786473232838E-7,81000.0,0.7300204543794288,0.37172641092146463,0.807,0.48247382872833383,0.7793302943037566,0.47928994082840237,0.6435846357954428,0.4166666666666667,0.5936630883996571,81000.0,1263376.0,15.0,0.7669374783268561,0.23306252167314395,62491.533333333326,230.6886791038238,77151.46666666667,6383.816300018429,52.333333333333336,4.639375984311847,26.666666666666668,2.3196879921559237,26.666666666666668,2.3196879921559237,14.2,1.320173148816905,0.0,0.0,0.0,0.0,1.0,0.0
82000.0,4.546875,8.328589481405085E-7,82000.0,0.717032540348168,0.34872016629675123,0.785,0.44257772799867257,0.7300204543794288,0.5220700152207002,0.6184631262873745,0.3848396501457726,0.5458058532563892,82000.0,1266656.0,15.0,0.6799547266953354,0.3200452733046646,63126.33333333333,221.9252340852876,77366.93333333333,6167.235725609823,52.86666666666667,4.437931736207543,26.933333333333334,2.2189658681037714,26.933333333333334,2.2189658681037714,14.266666666666667,1.2227992865708155,0.0,0.0,0.0,0.0,1.0,0.0
83000.0,4.609375,8.536000192786256E-7,83000.0,0.7111005755073552,0.3159350224886181,0.768,0.4024468770122344,0.717032540348168,0.5408320493066255,0.5881935633833189,0.3475783475783476,0.5083616309648429,83000.0,1282784.0,15.0,0.6867917816291225,0.3132082183708774,63784.53333333333,214.7705974378468,78433.59999999999,6039.475625298228,53.4,4.61054691518727,27.2,2.305273457593635,27.2,2.305273457593635,14.333333333333334,1.175139302786006,0.0,0.0,0.0,0.0,1.0,0.0
84000.0,4.671875,8.744824703575835E-7,84000.0,0.7081775745270309,0.2996286036717879,0.793,0.3947297629212038,0.7111005755073552,0.4326647564469914,0.5684264225791302,0.32450331125827814,0.5594517216042971,84000.0,1291528.0,15.0,0.6564299940241419,0.3435700059758582,64360.46666666666,220.34157466036729,79012.26666666668,6002.176265639784,53.666666666666664,4.700557211144026,27.333333333333332,2.350278605572013,27.333333333333332,2.350278605572013,14.333333333333334,1.175139302786006,0.0,0.0,0.0,0.0,1.0,0.0
