learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.1875,2.7095278104146322E-8,1000.0,0.579924625425131,0.21549049576095303,0.706,0.005405990568271735,0.0,0.011122345803842264,0.5080472013698575,0.36363636363636365,-25.72727272727271,1000.0,558592.0,15.0,6435.733333333333,84.97938125272063,9133.866666666665,882.7513698388587,5.266666666666667,0.7037315505489967,3.1333333333333333,0.35186577527449836,3.1333333333333333,0.35186577527449836,2.1333333333333333,0.35186577527449836,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.3125,4.8747751861810685E-8,2000.0,0.7094232059020792,0.24148340961322642,0.723,0.009568214648378487,0.579924625425131,0.006036217303822937,0.6018081407137795,0.5,-31.588235294117833,2000.0,669576.0,15.0,10721.666666666666,98.03473631223542,16463.466666666664,2100.18440913672,11.133333333333333,1.7674302033770737,6.066666666666666,0.8837151016885368,6.066666666666666,0.8837151016885368,3.133333333333334,0.35186577527449847,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.453125,7.793481927365065E-8,3000.0,0.8531585047812228,0.5171277751188631,0.926,0.19354838709677427,0.7094232059020792,0.014198782961460446,0.8146016051651515,0.7142857142857143,-6.16129032258066,3000.0,802288.0,15.0,16686.333333333332,103.84443493354208,25233.600000000006,2602.917396197692,17.933333333333334,2.1201976547572383,9.466666666666667,1.0600988273786192,9.466666666666667,1.0600988273786192,4.133333333333333,0.5163977794943222,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.5625,1.0222629902677404E-7,4000.0,0.8720657276995305,0.37031819225383866,0.895,0.025648639619910076,0.8531585047812228,0.006036217303822937,0.5472325349892596,0.3333333333333333,-10.351351351351374,4000.0,858496.0,15.0,20742.8,104.94025511145436,28950.399999999998,4048.0307169924345,20.2,2.8081514000698546,10.6,1.4040757000349273,10.6,1.4040757000349273,4.333333333333333,0.6172133998483675,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.703125,1.374538664499091E-7,5000.0,0.6987179487179487,0.268347195536311,0.93,0.05994843145681168,0.8720657276995305,0.012145748987854251,0.48431887979711796,0.25,-6.142857142857116,5000.0,968328.0,15.0,25825.466666666667,141.17307850733476,36210.13333333334,3791.880006138431,25.666666666666668,2.7945525240230875,13.333333333333334,1.3972762620115438,13.333333333333334,1.3972762620115438,4.933333333333334,0.4577377082170634,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,0.828125,1.7354727282913196E-7,6000.0,0.7691919191919192,0.3398463094484823,0.939,0.1258240183433649,0.6987179487179487,0.010101010101010102,0.6868166944077376,0.5,-5.2033898305084625,6000.0,1116144.0,15.0,31341.2,179.98063387883894,45974.399999999994,4026.990311812107,33.79999999999999,3.0983866769659336,17.399999999999995,1.549193338482967,17.399999999999995,1.549193338482967,5.266666666666667,0.5936168397046637,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,0.96875,2.1765878449918496E-7,7000.0,0.8040699630003364,0.3824248433243391,0.901,0.09310761789601021,0.7691919191919192,0.009081735620585268,0.7759416444468934,0.6666666666666666,-9.191176470588275,7000.0,1212528.0,15.0,36657.0,195.6648008347804,52345.06666666666,4265.379424868934,38.46666666666666,3.5023801430836534,19.73333333333333,1.7511900715418267,19.73333333333333,1.7511900715418267,5.666666666666667,0.6172133998483675,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,1.09375,2.592625161115494E-7,8000.0,0.8929129515580476,0.44994663726077566,0.858,0.093937035004658,0.8040699630003364,0.011122345803842264,0.8380706112736868,0.8181818181818182,-13.379746835443088,8000.0,1286544.0,15.0,40484.333333333336,232.04392030902494,57239.466666666674,4684.896551177848,41.26666666666667,3.283436063174123,21.133333333333336,1.6417180315870614,21.133333333333336,1.6417180315870614,5.666666666666667,0.6172133998483675,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,1.1875,2.9191662583293183E-7,9000.0,0.8697163359120977,0.5013154378686757,0.862,0.0641656833624939,0.8929129515580476,0.009081735620585268,0.758847356495899,0.6666666666666666,-13.11363636363637,9000.0,1346384.0,15.0,44892.46666666667,261.4467623127309,61195.73333333333,4018.3838874187545,43.93333333333332,2.8149262021959864,22.46666666666666,1.4074631010979932,22.46666666666666,1.4074631010979932,5.9333333333333345,0.7037315505489967,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,1.28125,3.2592115328750675E-7,10000.0,0.8217522658610272,0.40345983162759785,0.946,0.145596658333596,0.8697163359120977,0.007049345417925478,0.8227277947857653,0.7142857142857143,-4.684210526315823,10000.0,1402064.0,15.0,48503.86666666667,271.6920175142297,64874.66666666667,3644.520479268779,46.86666666666667,2.8751811537130436,23.933333333333334,1.4375905768565218,23.933333333333334,1.4375905768565218,6.066666666666667,0.7037315505489967,0.0,0.0,0.0,0.0,1.0,0.0
