Experiment HNOB NOOB NUOB OB OOB UOB
Borderline100 0.9698139544989217 0.959866947801933 0.9701391013008093 0.9695886823045023 0.9692707994587824 0.9684927851671731
Borderline100-post-drift 0.9623358899410281 0.9624607187101681 0.9610287130283252 0.9639711875159976 0.9631626651964703 0.9624557490449629
Borderline20 0.9794149710331606 0.9690278162202337 0.9795010639330656 0.9784526519065347 0.9783586420905971 0.9780930869058543
Borderline20+Rare20 0.9181291760709205 0.9020297872366525 0.9181183412359227 0.9157694507912464 0.915294781234682 0.9149311497760075
Borderline20+Rare20-post-drift 0.8697966400131864 0.8650073667075513 0.8702967198143053 0.8706049474800287 0.870923887370354 0.8702215156677617
Borderline20-post-drift 0.9706231767419935 0.9666507914674014 0.9710512569250436 0.9717612136348558 0.9714691296482535 0.970551413317545
Borderline40 0.975937454810903 0.9650282099152132 0.9760605342327389 0.9747679734622606 0.9746791413093004 0.9742225557151138
Borderline40+Rare40 0.8411785933104058 0.8230400327899757 0.8412976849558921 0.8377368319697911 0.8367041465782386 0.8369819180321929
Borderline40+Rare40-post-drift 0.7512346696273653 0.7447992368903534 0.7509764976495166 0.7516248152020207 0.7518985019348752 0.7509025738519155
Borderline40-post-drift 0.9684795039486042 0.9679661068208852 0.9681087900820115 0.9686769418923694 0.9694404062770601 0.9684129693226972
Borderline60 0.9736244279848889 0.9633446978518337 0.9738706237684639 0.9727947837180033 0.9726091812876535 0.9718008150880166
Borderline60-post-drift 0.9669660250011315 0.9668704822250624 0.9668240515138783 0.9671275354288644 0.9675139963971401 0.9664765285868162
Borderline80 0.9717915988334882 0.9618699557909585 0.9720485838538282 0.9712091336217955 0.971021223959579 0.9703355512547767
Borderline80-post-drift 0.9641799426103326 0.9646287523977076 0.9631090206256648 0.9649661997295013 0.9645329060677216 0.9643691328773335
Im1 0.9908802521627901 0.9908362193703595 0.9931193057632973 0.9942189921385298 0.9939549231346753 0.9937337142635556
Im1+Borderline100 0.9618662623154813 0.9363084208750486 0.9687454289914931 0.9022946721411939 0.9425052090941343 0.9650245297664302
Im1+Borderline100-post-drift 0.9269667495513687 0.8269305249695559 0.9347385477586369 0.002041241452319315 0.7996328851907247 0.9358725233423364
Im1+Borderline20 0.9612336374568693 0.9592722220935255 0.9685229889785415 0.9479164614974974 0.9545344479200233 0.9620699108939319
Im1+Borderline20+Rare20 0.9156981325593836 0.9165972480440413 0.9134661538221097 0.8891730013433744 0.9002780279445335 0.9040335318722893
Im1+Borderline20+Rare20-post-drif 0.8399305077869538 0.8291781066562351 0.8388449150648013 0.6836266623591526 0.7892522648289618 0.8373979250856839
Im1+Borderline20-post-drift 0.9372442516307765 0.9152136754366872 0.9451825134787897 0.8178238939183625 0.8938740735885947 0.9442078409586813
Im1+Borderline40 0.9580971668167649 0.9489259471174072 0.9645322945384872 0.9084202975190128 0.9390709815712642 0.9572067698706822
Im1+Borderline40+Rare40 0.8478484854725202 0.8508095036047029 0.830422649044054 0.7450390301043643 0.7956861069158435 0.8095044493051708
Im1+Borderline40+Rare40-post-drif 0.7068776977016985 0.6895510322361348 0.7014456939767812 0.020320233875681857 0.5185753257177691 0.6981874214248012
Im1+Borderline40-post-drift 0.9380544111283181 0.8808803230630694 0.9495136231504532 0.7239709186904828 0.8352180656000062 0.9477967846084286
Im1+Borderline60 0.9568416512195212 0.9417102266049815 0.9640527165082142 0.8661521921612916 0.9347524223028338 0.9569178502376608
Im1+Borderline60-post-drift 0.935608926028713 0.8630186629565803 0.9488897633155605 0.46549618035471246 0.7692038179853402 0.949096802321063
Im1+Borderline80 0.9569814700965289 0.9335606246571814 0.966123643275042 0.8614198123111304 0.9353689605485797 0.9611033441635687
Im1+Borderline80-post-drift 0.9268047691430406 0.8523502611325868 0.9413707307792797 0.004532071225947072 0.7821446530937451 0.9412248030139293
Im1+Rare100 0.7786650113710367 0.7711193469086254 0.6821703302206547 0.35367689300268934 0.4055126064341431 0.5987455522838249
Im1+Rare100-post-drift 0.6696848600949131 0.679609323547797 0.5110741604573633 0.0 0.05516494490265316 0.5064153682180412
Im1+Rare20 0.9475933089812864 0.9513270321632982 0.9334094792285206 0.9333043158475641 0.9343702691203174 0.9339908773126081
Im1+Rare20-post-drift 0.8833015920262384 0.8888577679742875 0.8448503537454125 0.7881288680720331 0.8640779729626229 0.8440931919979758
Im1+Rare40 0.9131892996967735 0.9175919337439886 0.8721075453382788 0.8726479398633004 0.8725852630040255 0.8727583629271148
Im1+Rare40-post-drift 0.820964937748414 0.8263492181485383 0.7180520311948616 0.6316579792153657 0.7510286610376248 0.7177828268132441
Im1+Rare60 0.875885087638899 0.8804474615008304 0.7885570643588822 0.7880589027996581 0.791552070760902 0.7883509382390196
Im1+Rare60-post-drift 0.748557207743948 0.7510807444347446 0.6121149478938187 0.44524240531532366 0.5640663788179423 0.6123886499366324
Im1+Rare80 0.8332610208381077 0.8330193341438856 0.6611788386477971 0.6578700811271784 0.6648707222897303 0.6594157674538407
Im1+Rare80-post-drift 0.686239573277132 0.6963321834830255 0.5113496600720748 0.13343509088300481 0.33151616003690215 0.5161192355405906
Im10 0.9918785592088384 0.9918055446545989 0.992154175165343 0.9921624339358199 0.992428908561278 0.9926028330993997
Im10+Borderline100 0.9700023559754718 0.9629730578215039 0.96937488990515 0.9527278010518953 0.967518494759324 0.9668565474207529
