Experiment HNOB NOOB NUOB OB OOB UOB
Borderline100 0.980895619975212 0.9555670708769322 0.9856307949100372 0.9800170570016846 0.979754269622499 0.9782064077912115
Borderline100-post-drift 0.9882412459661102 0.9829169809305109 0.9958771068814634 0.992622283614159 0.99303714476213 0.9917543515571983
Borderline20 0.980167015744739 0.9488514036322475 0.9815053697487255 0.9748400990443474 0.9746179597856116 0.9749734278349459
Borderline20+Rare20 0.8642937105010747 0.8260310728914875 0.8649709567864002 0.8565729132237057 0.8559024977912416 0.8554539019870339
Borderline20+Rare20-post-drift 0.7892267790428419 0.7722688356119359 0.7915257556501438 0.7902612400660284 0.7909290825450536 0.7898407478669637
Borderline20-post-drift 0.9809195917877159 0.9593983610653137 0.9864439626483349 0.9830744478477884 0.9830120802332942 0.9816376391321973
Borderline40 0.979891124470858 0.9494967229081273 0.982144888230053 0.975444363993947 0.9755456008812281 0.9746358229178156
Borderline40+Rare40 0.7412993593505288 0.7062853194697903 0.7426130213948725 0.7333638589542991 0.7317179245094375 0.7329452952947159
Borderline40+Rare40-post-drift 0.6079779340559395 0.5905014765425235 0.6093982519436526 0.6050162229134015 0.6035764297172796 0.6050930282911464
Borderline40-post-drift 0.9836273009843716 0.976186653689399 0.9901607228743221 0.9859913297744558 0.987582139463628 0.9854554980889562
Borderline60 0.9805390209891359 0.9510527442073549 0.9830825534443619 0.977130839534368 0.9770988176497792 0.9758906320643901
Borderline60-post-drift 0.9875538365590353 0.9810548083622792 0.9935692779743767 0.9907011527539723 0.9911306524565585 0.9899010351941301
Borderline80 0.9804646813093488 0.9523535897734284 0.9843928955572805 0.9781876008556674 0.9783692336676085 0.9773903326927121
Borderline80-post-drift 0.9859008149993058 0.9805727519348062 0.9940286440743733 0.9912939512895755 0.9919464929949036 0.9912646861202866
Im1 0.9889862764200958 0.9869440314598763 0.997130416763704 0.995252513596617 0.9949178648492046 0.9957921329529376
Im1+Borderline100 0.9633618053597164 0.9093544557497942 0.98002747222391 0.8406433986828088 0.9155951314402726 0.9667560608092092
Im1+Borderline100-post-drift 0.9529186487532076 0.7347250078567797 0.9770923867798866 0.0008333333333333333 0.688573828368913 0.9796955613830611
Im1+Borderline20 0.9375664373731777 0.9314400435927683 0.9534203086739464 0.9051523762122361 0.9190402414698282 0.9353320290732826
Im1+Borderline20+Rare20 0.8536899590383007 0.853776646915007 0.8531042007953161 0.8050115384827947 0.8247538857356682 0.8317506499052711
Im1+Borderline20+Rare20-post-drif 0.7759410209888143 0.7264977318433198 0.8128290308547657 0.5042211575189518 0.6355454827035711 0.8116836484593832
Im1+Borderline20-post-drift 0.89813573599603 0.8598295083184787 0.9137385123046886 0.6790928279237094 0.8065574756126221 0.911113692679869
Im1+Borderline40 0.9379419402595793 0.9189285910201229 0.9520492318655243 0.8388033454992762 0.8955626908640394 0.9321948652253959
Im1+Borderline40+Rare40 0.7554742158247941 0.7609681356556642 0.7247867753387338 0.6063357718368848 0.6691677122241333 0.6890700720848791
Im1+Borderline40+Rare40-post-drif 0.6190456471632941 0.5205830946014768 0.7115326344407223 0.007950077700077699 0.30362463476066404 0.7103556863887746
Im1+Borderline40-post-drift 0.9185683213844977 0.8178748539042655 0.9410554682245857 0.5392322101917688 0.711731886577475 0.9373620366561544
Im1+Borderline60 0.9415539995911373 0.9101919353322014 0.9570475519909754 0.776803143731556 0.8966396869819677 0.9382203086408554
Im1+Borderline60-post-drift 0.9344155754376341 0.7911981292915887 0.9645681242776832 0.2775920550682548 0.6167803842614211 0.9641825723296313
Im1+Borderline80 0.9479541573715801 0.8986158666721857 0.9675756070471615 0.7732896279693229 0.8977948799562312 0.9524287580720546
Im1+Borderline80-post-drift 0.9386724276540455 0.7741719289697225 0.9731939706535292 0.0013712121212121214 0.6542268699437817 0.9726939706535291
Im1+Rare100 0.7139667889143813 0.7366659543097346 0.7209743724965763 0.34962877034516693 0.3700203456677279 0.5151714804070741
Im1+Rare100-post-drift 0.5111820996126338 0.48735239459542873 0.5680638550905577 0.0 0.01987676212676213 0.6315588939569204
Im1+Rare20 0.9050319167409592 0.9108629245196128 0.8817025243837925 0.8784368933461528 0.8806302367530334 0.8808811270058322
Im1+Rare20-post-drift 0.8061279423191188 0.8035935808472574 0.8076414912701675 0.6353751979229921 0.7539197546734309 0.8067843484130246
Im1+Rare40 0.8473185910762822 0.8532253113948398 0.7800497859683617 0.7783066940045071 0.7784076472613447 0.7792279263533827
Im1+Rare40-post-drift 0.714827456040691 0.7083603398235746 0.6784063648769528 0.44200563407181037 0.5786003938871584 0.6806746521452403
Im1+Rare60 0.7984847781429556 0.8049907231538204 0.6611156054491012 0.6582330529767322 0.6629596280909033 0.6592129079148927
Im1+Rare60-post-drift 0.609713862870016 0.5915323286319802 0.5961799965815058 0.24678969149615435 0.3493205430835076 0.6065358302902805
Im1+Rare80 0.7569648157789305 0.7736883195552913 0.5241317415647825 0.5184779453983854 0.524696944636409 0.5209296580882538
Im1+Rare80-post-drift 0.5215616107318897 0.5206098402801191 0.5243046100571255 0.051013356741297915 0.15374877796781816 0.5532447671222827
Im10 0.9925524397539175 0.9899336157698806 0.9957123668741035 0.9917417651850872 0.9926421590177532 0.9938965098792168
Im10+Borderline100 0.9841357058020469 0.972053266729966 0.9832035470908689 0.9325304108871114 0.9712444165610883 0.9725004689209156
Im10+Borderline100-post-drift 0.9961293671409538 0.9959303759878888 0.9952763145951415 0.8893924930785189 0.9788270801999265 0.9941045109017272
Im10+Borderline20 0.978416797378354 0.9788343960527033 0.9750509495443082 0.9144027820883539 0.9604627039604761 0.9603216171847495
Im10+Borderline20+Rare20 0.8983259642923866 0.8969076764331787 0.8529030337946172 0.8013571063738487 0.8421377265034979 0.8343077437763367
Im10+Borderline20+Rare20-post-drif 0.859235120471501 0.8599483637361471 0.7951501540284788 0.644796510176136 0.7734155482282665 0.7887431850958733
Im10+Borderline20-post-drift 0.9862710715172259 0.989899374951194 0.9738220398443133 0.8376266577313716 0.9595365451004195 0.9676441047417182
Im10+Borderline40 0.9793486195028461 0.9783023187249016 0.9728280690479673 0.8889815747085226 0.9651275266587993 0.9591048957533614
Im10+Borderline40+Rare40 0.8669643347483386 0.8664910710951291 0.73699367950419 0.645630278357885 0.7241835317492794 0.716930425726826
Im10+Borderline40+Rare40-post-drif 0.8252952712431827 0.8292450819896894 0.6340247502849246 0.42016882762713925 0.5908589701181701 0.6284084021204103
Im10+Borderline40-post-drift 0.989677455227331 0.9913392896516031 0.9852334715352562 0.8051907152620897 0.9657535687429725 0.977870433131553
Im10+Borderline60 0.9793301983095489 0.9763291400355546 0.9756428509138867 0.8901440723170417 0.9652969332830296 0.9638587068308039
Im10+Borderline60-post-drift 0.992050405735212 0.9920538385011348 0.9905861580711255 0.8204042988297761 0.9768730352807462 0.9873763848060196
Im10+Borderline80 0.9816893339612922 0.975711246758011 0.9799193568253431 0.9132190100968259 0.969094343848194 0.9688728176201803
Im10+Borderline80-post-drift 0.9937275688193559 0.9930683034280903 0.9930665707755268 0.8558601158031814 0.9786255765432916 0.9902564918869409
Im10+Rare100 0.7505681008956856 0.937794976307154 0.738713653335861 0.35130923406969783 0.39530935158854397 0.5794984887803956
Im10+Rare100-post-drift 0.8099788275003328 0.9564347176144286 0.8084386712252695 0.00015411319166841993 0.027213573137092398 0.6590894349703836
Im10+Rare20 0.91031609714922 0.9101804029623497 0.8830701974891852 0.8809535575965366 0.8817452828059469 0.8818006238163553
Im10+Rare20-post-drift 0.8556244977371854 0.8559941551886826 0.7955855564807303 0.774162887671915 0.7870275986765799 0.7934835703830473
Im10+Rare40 0.8778355510080211 0.8772691995272378 0.7684800866388543 0.7661603071702436 0.7671945711264111 0.7666860462497312
Im10+Rare40-post-drift 0.8156196695533793 0.8157373166122028 0.6140829163029025 0.5755307293883962 0.5993822423572606 0.6110620415069796
Im10+Rare60 0.884366185782813 0.8851131617378578 0.6456055665656651 0.6426719281468272 0.6443766601686726 0.6437197053745102
Im10+Rare60-post-drift 0.8453324771612591 0.8498574185385478 0.44343695921861565 0.37452626771336545 0.40438574301952945 0.4390749675169292
Im10+Rare80 0.8584413212063076 0.9206703027642469 0.5331353256225291 0.5118358517256958 0.5184634344770249 0.5175807774359392
Im10+Rare80-post-drift 0.6376077314596645 0.9064448390798648 0.4927729250382298 0.168647563767925 0.2061889150334295 0.3957807377396566
Im2 0.9910415253424083 0.988155115741786 0.9970061118664062 0.9917774206449943 0.9922891482257518 0.9955768841418978
Im20 0.9932822298368461 0.9907886041560383 0.9958467043996214 0.9920824773454139 0.9933799367296487 0.9936818714958272
Im3 0.9917971294393118 0.9885606912764221 0.9961733282786274 0.9910339379806645 0.9919522474074843 0.9944043647030498
Im30 0.9935500656824315 0.9907915977127518 0.9961363701772262 0.9930387260172515 0.9940231874061864 0.9941229090972304
Im40 0.9933593497807753 0.9904731400821504 0.9962871388378565 0.9933362987640736 0.9937902186401644 0.9936496962790576
Im5 0.9929197890101549 0.9898520246210265 0.995622093065951 0.9904184955741213 0.9918957804948366 0.9933993254283991
Join3 0.9857561828604662 0.9829188585601942 0.9900578691720519 0.9874358071615451 0.9878954119924641 0.9874747592907162
Join3-post-drift 0.994740420962571 0.9911021096195792 0.9954357916933408 0.9947354033224913 0.9945440288461743 0.9943816245670364
Join5 0.9897752612308675 0.9873686625449986 0.9948225937557639 0.991727678328363 0.9917135303316386 0.991503995646962
Join5-post-drift 0.9950706374329727 0.9917203949771235 0.9957520887421986 0.994490193760148 0.9945555790162222 0.9944299312363796
Join7 0.9885913565371192 0.98487815683506 0.9943370000771796 0.9907790827234771 0.9911589146299218 0.9906234601745334
Join7-post-drift 0.9973250040926916 0.9953939600470346 0.9978838228154491 0.9973774533023618 0.9971051771060567 0.9972668329672044
Move3 0.978203313048335 0.9723502680033992 0.9841068067851216 0.9795055291267702 0.9811949346182413 0.9780634056481253
Move3-post-drift 0.9919835023940962 0.9890873952413741 0.9958545886975849 0.9939288366235354 0.9940648619693613 0.9939790372011669
Move5 0.9810509536905512 0.9754793039381104 0.9873249891317961 0.9826216295231563 0.9817805846699099 0.9822483414902679
Move5-post-drift 0.9909049609067986 0.9867265370768342 0.995457365375322 0.9922017931379498 0.9925299949347907 0.9940894706610177
Move7 0.9782915567632601 0.9713437817764204 0.9870354020402416 0.9810276491384339 0.9817306011743199 0.9811488493328061
Move7-post-drift 0.988411354288893 0.9826574759473518 0.9935918670354701 0.9917431861419171 0.9911383571806521 0.9907912755878268
Rare100 0.6319895256548366 0.6312622768189903 0.6089632915799514 0.6171650545269235 0.6322085542501199 0.6084734746449668
Rare100-post-drift 0.5341602037539611 0.5235957905289415 0.5976069224438153 0.5696093092491852 0.570026553635864 0.5736611362582881
