Experiment HNOB NOOB NUOB OB OOB UOB
Borderline100 0.97017 0.9618449999999998 0.9706149999999998 0.9702849999999994 0.9699449999999998 0.96914
Borderline100-post-drift 0.9627149999999998 0.9627199999999999 0.961705 0.9644399999999999 0.9636599999999997 0.9629450000000002
Borderline20 0.9794200000000004 0.9694399999999996 0.9795200000000003 0.9785099999999999 0.9784149999999999 0.9781400000000002
Borderline20+Rare20 0.9210450000000006 0.9084099999999998 0.9210350000000005 0.9193950000000005 0.9189749999999998 0.918605000000001
Borderline20+Rare20-post-drift 0.8738900000000001 0.8706000000000006 0.8742000000000002 0.8746749999999995 0.8749399999999993 0.8743249999999998
Borderline20-post-drift 0.9707200000000005 0.966705 0.9711750000000002 0.9718350000000002 0.9715450000000005 0.9706400000000004
Borderline40 0.9760100000000004 0.9655350000000005 0.9761550000000002 0.9748949999999992 0.9747999999999993 0.9743350000000001
Borderline40+Rare40 0.8541899999999996 0.8429899999999995 0.8541549999999992 0.8523449999999996 0.8515999999999996 0.8515449999999996
Borderline40+Rare40-post-drift 0.7684950000000004 0.7666350000000004 0.7678150000000002 0.7695450000000004 0.7702050000000001 0.7687100000000003
Borderline40-post-drift 0.9685750000000002 0.9680299999999993 0.9683350000000001 0.9688249999999998 0.9696049999999992 0.9685700000000004
Borderline60 0.9738099999999997 0.9639549999999999 0.9740949999999994 0.9730749999999996 0.9728849999999999 0.9720550000000003
Borderline60-post-drift 0.9671549999999997 0.9669650000000002 0.9671650000000005 0.9673949999999998 0.9677800000000006 0.9667399999999996
Borderline80 0.971985 0.96268 0.9723050000000003 0.971540000000001 0.9713249999999993 0.9706250000000003
Borderline80-post-drift 0.9643999999999994 0.9647499999999998 0.9635800000000002 0.9653099999999999 0.9649 0.9647299999999995
Im1 0.9932200000000014 0.9937050000000015 0.990835000000001 0.9939000000000016 0.9936750000000016 0.9923950000000002
Im1+Borderline100 0.9596699999999998 0.9610500000000007 0.9574749999999999 0.9760149999999994 0.9694499999999993 0.9608249999999999
Im1+Borderline100-post-drift 0.9041050000000002 0.9512449999999998 0.8962550000000005 0.9900950000000001 0.9750099999999999 0.8959750000000005
Im1+Borderline20 0.986015 0.9871100000000002 0.9844750000000007 0.9938050000000014 0.9922650000000011 0.9894050000000008
Im1+Borderline20+Rare20 0.9845650000000002 0.9854300000000008 0.9819299999999999 0.9897600000000005 0.988185 0.9865050000000004
Im1+Borderline20+Rare20-post-drif 0.9165649999999999 0.9543749999999999 0.8714249999999999 0.9944700000000011 0.993270000000001 0.870195
Im1+Borderline20-post-drift 0.9806500000000004 0.9791250000000008 0.9800500000000001 0.9963600000000008 0.9955550000000011 0.9808300000000004
Im1+Borderline40 0.9790300000000003 0.9792150000000006 0.9780000000000001 0.9904050000000005 0.986155 0.9820699999999997
Im1+Borderline40+Rare40 0.9593400000000004 0.9574750000000003 0.9628800000000004 0.9763200000000005 0.9721000000000006 0.9677700000000001
Im1+Borderline40+Rare40-post-drif 0.8352799999999999 0.9437500000000001 0.708705 0.9900500000000001 0.9877150000000003 0.7034750000000001
Im1+Borderline40-post-drift 0.9600299999999998 0.9557949999999993 0.9597299999999994 0.9947650000000009 0.9908699999999999 0.9602949999999991
Im1+Borderline60 0.9724900000000002 0.9730750000000005 0.97115 0.986275 0.9803700000000003 0.9744599999999997
Im1+Borderline60-post-drift 0.9398499999999997 0.9510799999999999 0.9356199999999997 0.9926200000000006 0.9874200000000006 0.9364249999999994
Im1+Borderline80 0.965655 0.9686299999999999 0.9643399999999995 0.9819750000000007 0.9750749999999995 0.9673899999999999
Im1+Borderline80-post-drift 0.9185500000000002 0.9521200000000002 0.9126550000000002 0.9899850000000004 0.9802000000000005 0.9129000000000002
Im1+Rare100 0.8761100000000003 0.8839550000000006 0.6679799999999995 0.9541600000000011 0.9528950000000006 0.833705
Im1+Rare100-post-drift 0.9092499999999997 0.9675150000000002 0.5094499999999995 0.9901849999999998 0.9902949999999998 0.4509950000000002
Im1+Rare20 0.992535000000001 0.9928300000000014 0.9906950000000003 0.9934200000000014 0.9932050000000011 0.9920150000000016
Im1+Rare20-post-drift 0.9711149999999997 0.9862299999999999 0.8900499999999997 0.9959700000000011 0.996405000000001 0.8894100000000003
