Experiment HNOB NOOB NUOB OB OOB UOB
Borderline100 0.9886276393556099 0.989947879293442 0.9893602460113763 0.9899621505281231 0.9898715061598273 0.9895059657706163
Borderline100-post-drift 0.982988559918312 0.9853801256997253 0.984728440484076 0.9862246472724194 0.9848045385137396 0.985363039557077
Borderline20 0.9977521609520633 0.9978206061754462 0.9977720038472389 0.9979584828594031 0.9979058620111405 0.9978632262891475
Borderline20+Rare20 0.9439738010208255 0.9460290645638545 0.9439033893082861 0.9486667176532836 0.9477245307926792 0.9453882125082432
Borderline20+Rare20-post-drift 0.9034173683462718 0.9152623789378193 0.9041224778066601 0.913207733863814 0.9156086019677225 0.9107208119372232
Borderline20-post-drift 0.9962546331851238 0.9964506101082812 0.9964118918004029 0.9965436894498795 0.9964917242252382 0.9963414303071864
Borderline40 0.9958041431631633 0.9960249879963686 0.9958985524735067 0.9961639508544373 0.9961076467535357 0.9960190419552685
Borderline40+Rare40 0.8773848393479902 0.8819714194451701 0.877091409287338 0.8837129149157028 0.8842654958267865 0.8809475426329081
Borderline40+Rare40-post-drift 0.8045842192943412 0.8232497837430879 0.8020607134057772 0.8164858061082214 0.8178969216666142 0.8103883340708004
Borderline40-post-drift 0.9929715581598627 0.9937910343747453 0.9933848957457155 0.9935586169573098 0.9937462769149075 0.9933765100063852
Borderline60 0.9936405932581419 0.9941607634482869 0.9939492897820679 0.9942874780526978 0.9942444780780858 0.9940960680934018
Borderline60-post-drift 0.9893656985860582 0.9911083955419425 0.990687220701997 0.990815909728295 0.9910060588420049 0.9906390830181813
Borderline80 0.9914940236704934 0.9923794923547143 0.9919337105448994 0.992445725399745 0.9923434884416906 0.9921715714160393
Borderline80-post-drift 0.9857809881935679 0.9883388950332244 0.9871814618745093 0.9873734835074033 0.9876843345957799 0.9877534535167686
Im1 0.9992392626320246 0.999329652434133 0.9993722302352309 0.999408531531601 0.9994278567919266 0.9994021297671201
Im1+Borderline100 0.9866669578919075 0.9854474008355715 0.9883512323786623 0.988795584459572 0.9886051667589615 0.9891224162169837
Im1+Borderline100-post-drift 0.9693478941406339 0.9535259611309932 0.9717138709253942 0.9726947973549163 0.9760466091507454 0.9720820568280228
Im1+Borderline20 0.9965278404175686 0.9959845563527141 0.9975566668603486 0.9972320577158236 0.997030211447073 0.9976634463736072
Im1+Borderline20+Rare20 0.9585032517578134 0.9645434861699926 0.9446842781138334 0.9644931086586352 0.9659408408723392 0.9454425991073054
Im1+Borderline20+Rare20-post-drif 0.9111263753227772 0.9190033069408736 0.8977083412914378 0.9408315938751147 0.9341350416069885 0.8964591230783371
Im1+Borderline20-post-drift 0.9902625306371057 0.9842284820722543 0.9946325155309508 0.98896489042709 0.9916077373338584 0.994437869212931
Im1+Borderline40 0.9950442083004178 0.9937730151874266 0.9957465232343994 0.9949598508167106 0.9952015885682244 0.9956226904995482
Im1+Borderline40+Rare40 0.9165432450691305 0.9255602486260159 0.8807946886695721 0.9210827062130391 0.9259255404602256 0.8792469134849372
Im1+Borderline40+Rare40-post-drif 0.8128468019201107 0.8488686833041017 0.7809080801121862 0.8923183816067594 0.884214207143155 0.7793491592122592
Im1+Borderline40-post-drift 0.9860832583698448 0.9683053633372545 0.9896924108543369 0.9880637240486283 0.9845371413826924 0.9895106931831124
Im1+Borderline60 0.9919719632296384 0.9902141464183807 0.9928460352323561 0.9922722038219689 0.9927184066085976 0.993649145723986
Im1+Borderline60-post-drift 0.9809888671401574 0.9603256392454711 0.9843861109132113 0.9831956513544702 0.9792968069954447 0.9841025987697285
Im1+Borderline80 0.9887395723390289 0.9873743630531621 0.9907595807896992 0.990461022796997 0.9906458662824498 0.9913257812942083
Im1+Borderline80-post-drift 0.9734539881355811 0.9572874056879255 0.9776227449292695 0.9783037366504458 0.9800007956524094 0.9783041687052046
Im1+Rare100 0.830413840978784 0.856384211316639 0.7116724047078982 0.7924881106907999 0.8222262075528568 0.7144164334418083
Im1+Rare100-post-drift 0.7763543344960466 0.8049749001001544 0.555403801088182 0.784682768784141 0.762854375944933 0.5610977244772216
Im1+Rare20 0.96949136497615 0.9732964913389539 0.9550317962801048 0.9674877120001554 0.9729433458878047 0.9573035906816808
Im1+Rare20-post-drift 0.9367367447982986 0.9453166340959656 0.8968686493581651 0.9558543165276068 0.9537416668287577 0.8972822880773752
Im1+Rare40 0.9566461624108504 0.9595355114595848 0.9025672092448996 0.9440559725981046 0.9485149427827446 0.9126397867846846
Im1+Rare40-post-drift 0.8947958033486871 0.9004178650578661 0.8031574918285755 0.9207986394319806 0.9115322142469257 0.8029199579665446
Im1+Rare60 0.9261211849922053 0.9297471720438721 0.8438402799559546 0.9075418509029773 0.9167123794604005 0.8505373491524445
