learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes)
1000.0,0.4375,1.0011135600507259E-7,1000.0,0.9179874545106301,0.5401220315934996,0.851,0.4394450129416722,0.0,0.1013215859030837,0.8495720386864388,0.8478260869565217,-0.6195652173913051,1000.0,884520.0
2000.0,0.6875,1.7096792968610921E-7,2000.0,0.9591996356579937,0.6341157474801706,0.878,0.5606200299642734,0.9179874545106301,0.12866817155756208,0.8852412849550163,0.8947368421052632,-0.18446601941747592,2000.0,1095576.0
3000.0,0.90625,2.3645387652019658E-7,3000.0,0.9582333333333334,0.6238000781990433,0.87,0.506079027355623,0.9591996356579937,0.1111111111111111,0.87,0.87,-0.27450980392156893,3000.0,1157184.0
4000.0,1.125,3.058762781115042E-7,4000.0,0.9606157824171615,0.6393310851788176,0.88,0.5110183857086973,0.9582333333333334,0.1013215859030837,0.8752923828132179,0.8695652173913043,-0.2060301507537684,4000.0,1226744.0
5000.0,1.359375,3.856338702866601E-7,5000.0,0.9555493359116585,0.6157199666061383,0.868,0.4647896461124263,0.9606157824171615,0.09409190371991247,0.8645772181942736,0.8604651162790697,-0.36363636363636376,5000.0,1315416.0
6000.0,1.546875,4.5157189662050876E-7,6000.0,0.9592019154030327,0.6326643389100542,0.875,0.533129155150519,0.9555493359116585,0.11731843575418995,0.8797082880064451,0.8857142857142857,-0.2733446519524623,6000.0,1359368.0
7000.0,1.71875,5.165500786258944E-7,7000.0,0.9516483516483516,0.6093958899340688,0.866,0.47244094488188954,0.9592019154030327,0.0989010989010989,0.8663002888584249,0.8666666666666667,-0.3814432989690726,7000.0,1461360.0
8000.0,1.921875,5.965529837542111E-7,8000.0,0.9382480850337008,0.5908407986381568,0.851,0.4152368094692391,0.9516483516483516,0.09051254089422028,0.8475216925871973,0.8433734939759037,-0.5643044619422584,8000.0,1522456.0
9000.0,2.109375,6.742066600256497E-7,9000.0,0.9574967328026612,0.6336696395913719,0.873,0.5463961711550823,0.9382480850337008,0.12866817155756208,0.8786179072574084,0.8859649122807017,-0.30479452054794454,9000.0,1600896.0
10000.0,2.3125,7.619140281652412E-7,10000.0,0.9517664526835233,0.6089117622600531,0.85,0.47383190683316934,0.9574967328026612,0.11358574610244988,0.8683670380208357,0.8921568627450981,-0.5337423312883438,10000.0,1669072.0
11000.0,2.46875,8.311507473182349E-7,11000.0,0.9513430764655998,0.6005247764129038,0.867,0.5048030382009085,0.9517664526835233,0.11234705228031146,0.8732614104777772,0.8811881188118812,-0.35588507877664477,11000.0,1712848.0
12000.0,2.671875,9.253522795107631E-7,12000.0,0.9671773791728948,0.6540251392640679,0.863,0.5209254182286129,0.9513430764655998,0.1210762331838565,0.8860739558899288,0.9166666666666666,-0.38500421229991605,12000.0,1792656.0
13000.0,2.890625,1.0322563401940797E-6,13000.0,0.9623467007385467,0.6527024375820737,0.886,0.5792830096764907,0.9671773791728948,0.13250283125707815,0.8798017764798759,0.8717948717948718,-0.13650306748466234,13000.0,1889072.0
14000.0,3.078125,1.1281193130546147E-6,14000.0,0.9628380420459628,0.6372064346967293,0.861,0.4900878956404348,0.9623467007385467,0.1001100110011001,0.9022512011068836,0.9560439560439561,-0.3949820788530467,14000.0,1976296.0
15000.0,3.265625,1.2289893089069262E-6,15000.0,0.9562275717703349,0.6374145091328872,0.879,0.5068953150979688,0.9628380420459628,0.09649122807017543,0.8874007346153446,0.8977272727272727,-0.2238705327039785,15000.0,2079520.0
16000.0,3.421875,1.316115182513992E-6,16000.0,0.9602872375149603,0.6123045631128294,0.824,0.41572108649319744,0.9562275717703349,0.1001100110011001,0.8759408265566615,0.945054945054945,-0.7890724269377389,16000.0,2155408.0
17000.0,3.609375,1.423249098782738E-6,17000.0,0.9631135531135531,0.6490257858221617,0.869,0.49564949564949534,0.9602872375149603,0.0989010989010989,0.892500294989742,0.9222222222222223,-0.3383413461538469,17000.0,2208656.0
18000.0,3.8125,1.5436231883035766E-6,18000.0,0.9554155586509645,0.6321560101822383,0.866,0.5230230372753936,0.9631135531135531,0.1185682326621924,0.8872118728628366,0.9150943396226415,-0.36271186440677905,18000.0,2290720.0
19000.0,4.0,1.6578289473222362E-6,19000.0,0.963137448489011,0.6367010950829144,0.862,0.509608824198317,0.9554155586509645,0.11607142857142858,0.8842779792818869,0.9134615384615384,-0.39914621131270045,19000.0,2354448.0
20000.0,4.21875,1.7950235633179546E-6,20000.0,0.9666139754929988,0.6601055791590473,0.854,0.48927119699439603,0.963137448489011,0.10987791342952276,0.890745854576902,0.9393939393939394,-0.4799797263051191,20000.0,2424328.0
21000.0,4.40625,1.9163240600998205E-6,21000.0,0.9693660039677515,0.6564769566943498,0.88,0.5527861423332638,0.9666139754929988,0.1185682326621924,0.8911933882789661,0.9056603773584906,-0.21212121212121235,21000.0,2500712.0
22000.0,4.59375,2.041093733472129E-6,22000.0,0.9633803466076696,0.6605068372781411,0.881,0.5479685173367368,0.9693660039677515,0.10619469026548672,0.9145608017934025,0.9583333333333334,-0.20367816091954002,22000.0,2572232.0
23000.0,4.796875,2.1804323963200053E-6,23000.0,0.9588742279285367,0.6493823154250784,0.879,0.5269741985926506,0.9633803466076696,0.10253583241455347,0.8991677077475575,0.9247311827956989,-0.22707231040564393,23000.0,2651616.0
24000.0,5.03125,2.3467709737208985E-6,24000.0,0.9530904314159292,0.6375384263888628,0.868,0.5031616982836495,0.9588742279285367,0.10619469026548672,0.8848411499356645,0.90625,-0.3401015228426392,24000.0,2743368.0
25000.0,5.21875,2.483510470483452E-6,25000.0,0.9644688644688645,0.6584202050524759,0.857,0.4695452184880182,0.9530904314159292,0.0989010989010989,0.8856611114842993,0.9222222222222223,-0.45680521597391993,25000.0,2819000.0
26000.0,5.4375,2.6482688715784917E-6,26000.0,0.9758753808014405,0.6812830784706885,0.85,0.46840557110961456,0.9644688644688645,0.09769484083424808,0.9048314836552096,0.9775280898876404,-0.533621706645695,26000.0,2911400.0
27000.0,5.640625,2.8046315936889088E-6,27000.0,0.9692999694309795,0.6604514454574193,0.846,0.4910638747884941,0.9758753808014405,0.11358574610244988,0.9024666451890898,0.9803921568627451,-0.5720226843100199,27000.0,2975584.0
28000.0,5.859375,2.976970895866139E-6,28000.0,0.9690949983445788,0.678993066213634,0.853,0.48819007297643563,0.9692999694309795,0.10741971207087486,0.8982940604632775,0.9587628865979382,-0.5010940919037193,28000.0,3045360.0
29000.0,6.078125,3.1525729961382845E-6,29000.0,0.9771212561791218,0.6823416484643821,0.848,0.4762413424761378,0.9690949983445788,0.10497237569060773,0.8994327959683852,0.968421052631579,-0.5537539654564679,29000.0,3103016.0
30000.0,6.3125,3.3467911028613647E-6,30000.0,0.9664272412875765,0.6521281075978876,0.839,0.47327095465549956,0.9771212561791218,0.11731843575418995,0.8829320666493191,0.9428571428571428,-0.6417403127124414,30000.0,3203176.0
31000.0,6.546875,3.5460529034025966E-6,31000.0,0.9694222222222222,0.6650918096313422,0.827,0.4539141414141412,0.9664272412875765,0.1111111111111111,0.8948742928478837,0.99,-0.7629848783694951,31000.0,3286360.0
32000.0,6.75,3.7212082598772314E-6,32000.0,0.9625821459726664,0.6682761521831642,0.859,0.48693690415544705,0.9694222222222222,0.10497237569060773,0.8883465761908844,0.9263157894736842,-0.4383168632451386,32000.0,3333208.0
33000.0,6.96875,3.914102239327298E-6,33000.0,0.9715952552202852,0.6768167673081391,0.836,0.4636210809997578,0.9625821459726664,0.10741971207087486,0.9005788307339527,0.9896907216494846,-0.6734693877551028,33000.0,3408576.0
34000.0,7.1875,4.111420259707504E-6,34000.0,0.9703280017353381,0.6961698990915407,0.871,0.5352088317528032,0.9715952552202852,0.10741971207087486,0.9216302598419952,0.9896907216494846,-0.31672170519363524,34000.0,3486752.0
35000.0,7.40625,4.312571060533325E-6,35000.0,0.9705442583732058,0.6716196542000006,0.842,0.45025886544563815,0.9703280017353381,0.09649122807017543,0.900059806625311,0.9772727272727273,-0.6174319976601352,35000.0,3554480.0
36000.0,7.65625,4.545230444313751E-6,36000.0,0.9649173708579649,0.6738344330375082,0.843,0.44407461439315576,0.9705442583732058,0.1001100110011001,0.877925964120421,0.9230769230769231,-0.6102564102564101,36000.0,3597352.0
37000.0,7.875,4.7529688648258645E-6,37000.0,0.9771551871767648,0.6841628780813278,0.852,0.49183851452037103,0.9649173708579649,0.10741971207087486,0.9061080736705178,0.979381443298969,-0.5181591350152481,37000.0,3670888.0
38000.0,8.109375,4.978832536532233E-6,38000.0,0.9772320822901122,0.6865622339281037,0.862,0.496258441321409,0.9771551871767648,0.09769484083424808,0.9165530872706824,0.9887640449438202,-0.41883116883116916,38000.0,3725096.0
39000.0,8.328125,5.193782433505273E-6,39000.0,0.9741758241758242,0.6883962019357225,0.845,0.4641498997441748,0.9772320822901122,0.0989010989010989,0.90638758902495,0.9888888888888889,-0.5966719492868469,39000.0,3798320.0
40000.0,8.546875,5.412642527112944E-6,40000.0,0.9738739373444179,0.6935949623069639,0.835,0.4519364910649037,0.9741758241758242,0.10375275938189846,0.8959015643372943,0.9787234042553191,-0.7010309278350524,40000.0,3867416.0
41000.0,8.78125,5.649815947334799E-6,41000.0,0.9866847826086956,0.7225264647469096,0.861,0.47003202684154305,0.9738739373444179,0.08695652173913043,0.9161741100904347,0.9875,-0.43914141414141467,41000.0,3911624.0
42000.0,9.015625,5.891136178332898E-6,42000.0,0.979584261321455,0.709070679515626,0.874,0.5530266481255499,0.9866847826086956,0.11358574610244988,0.9232348285148841,0.9901960784313726,-0.30280649926144704,42000.0,3980016.0
43000.0,9.25,6.136304420781218E-6,43000.0,0.9765545361875637,0.6966718599746948,0.854,0.5192909211834662,0.979584261321455,0.122334455667789,0.9035488356241099,0.9724770642201835,-0.5051546391752583,43000.0,4043480.0
44000.0,9.484375,6.3850922096106736E-6,44000.0,0.9723167479076612,0.6974597539361787,0.859,0.4741709802049613,0.9765545361875637,0.09051254089422028,0.9149423316512367,0.9879518072289156,-0.4583921015514808,44000.0,4103176.0
45000.0,9.71875,6.638208223092887E-6,45000.0,0.9785782857142857,0.705826639976769,0.846,0.5350943396226413,0.9723167479076612,0.14285714285714285,0.901701249226784,0.984,-0.5825530943137703,45000.0,4174560.0
46000.0,9.953125,6.894465995072904E-6,46000.0,0.9705240755520085,0.6759271532556981,0.855,0.5156009888421191,0.9785782857142857,0.11731843575418995,0.9078651922152138,0.9809523809523809,-0.48751115075825147,46000.0,4226376.0
47000.0,10.171875,7.137259461968723E-6,47000.0,0.9816971916971917,0.7095872885891059,0.851,0.47293951185001754,0.9705240755520085,0.0989010989010989,0.905444122974499,0.9777777777777777,-0.5310450371665939,47000.0,4290336.0
