Experiment HNOB NOLOB NOOB NOOBExtendsOOB NOOBWithWindow1000 NULOB NUOB NUOBExtendsUOB NUOBExtendsUOBWithPsiCoeff NUOOB OB OOB UOB
Borderline100 0.980895619975212 0.9633818070684658 0.9555670708769322 0.9597484295893329 0.9537126926109338 0.986778474675908 0.9856307949100372 0.9848799825972673 0.9858189364285858 0.9606918145089952 0.9800170570016846 0.979754269622499 0.9782064077912115
Borderline100-post-drift 0.9882412459661102 0.9870419428135537 0.9829169809305109 0.9858162950820044 0.9834932354603184 0.9958235303202501 0.9958771068814634 0.9953984731967549 0.9957797809117376 0.9866698839895062 0.992622283614159 0.99303714476213 0.9917543515571983
Borderline20 0.980167015744739 0.9577186989478783 0.9488514036322475 0.9552636513673805 0.9528438581882378 0.982953312133899 0.9815053697487255 0.9820496391027863 0.98266546647739 0.9532193770099334 0.9748400990443474 0.9746179597856116 0.9749734278349459
Borderline20+Rare20 0.8642937105010747 0.8366528519340791 0.8260310728914875 0.8332389051442668 0.8259679203565574 0.8660724827189477 0.8649709567864002 0.8646272649289182 0.865035579025503 0.8314417817914233 0.8565729132237057 0.8559024977912416 0.8554539019870339
Borderline20+Rare20-post-drift 0.7892267790428419 0.7816823239176451 0.7722688356119359 0.7771120296352824 0.7698451771321554 0.7959946580956732 0.7915257556501438 0.7957137313779283 0.7954993588159706 0.7742981768286215 0.7902612400660284 0.7909290825450536 0.7898407478669637
Borderline20-post-drift 0.9809195917877159 0.9680584567786222 0.9593983610653137 0.9653406360413024 0.962955808405339 0.9874497848865816 0.9864439626483349 0.9860770821752557 0.9859287151841201 0.965785536305344 0.9830744478477884 0.9830120802332942 0.9816376391321973
Borderline40 0.979891124470858 0.9576463019767216 0.9494967229081273 0.9533211179902524 0.949634548212144 0.9830940475232138 0.982144888230053 0.9812941998776843 0.9819022575852404 0.9534197217311974 0.975444363993947 0.9755456008812281 0.9746358229178156
Borderline40+Rare40 0.7412993593505288 0.7112248141819589 0.7062853194697903 0.7093139936694358 0.7031215606516503 0.744814743150831 0.7426130213948725 0.7408375976702953 0.7431249036054269 0.710807458201763 0.7333638589542991 0.7317179245094375 0.7329452952947159
Borderline40+Rare40-post-drift 0.6079779340559395 0.595124389438525 0.5905014765425235 0.5950184993736298 0.5938120858312336 0.6089034736538381 0.6093982519436526 0.6087292524560562 0.6114123331580139 0.5972414602499222 0.6050162229134015 0.6035764297172796 0.6050930282911464
Borderline40-post-drift 0.9836273009843716 0.977595834887677 0.976186653689399 0.9758617775420069 0.9774735413794832 0.990524157203468 0.9901607228743221 0.9889970373372218 0.9894062927888442 0.9791767680809003 0.9859913297744558 0.987582139463628 0.9854554980889562
Borderline60 0.9805390209891359 0.957399899475412 0.9510527442073549 0.9541050846707004 0.9487599646111983 0.9844206019849494 0.9830825534443619 0.9830502330181189 0.9833561653240227 0.9575894456566431 0.977130839534368 0.9770988176497792 0.9758906320643901
Borderline60-post-drift 0.9875538365590353 0.9845140756711227 0.9810548083622792 0.9828015803536525 0.9801654099632049 0.9936679266414303 0.9935692779743767 0.9929975694991456 0.9936326791087124 0.9849322235646012 0.9907011527539723 0.9911306524565585 0.9899010351941301
Borderline80 0.9804646813093488 0.9612259181386097 0.9523535897734284 0.9586050740516479 0.9502474188900968 0.9851784083848005 0.9843928955572805 0.9836490409365952 0.9845822099162919 0.9577627135899904 0.9781876008556674 0.9783692336676085 0.9773903326927121
