Experiment HNOB NOLOB NOOB NOOBExtendsOOB NOOBWithWindow1000 NULOB NUOB NUOBExtendsUOB NUOBExtendsUOBWithPsiCoeff NUOOB OB OOB UOB
Borderline100 0.9403612734129827 0.9293699480466538 0.9239525705794304 0.9264538564733995 0.9219723230031192 0.9413889246081416 0.9412499221233485 0.9397749489444418 0.939815590298939 0.9271020869192895 0.9406566368964232 0.9399738957821652 0.9383632330920527
Borderline100-post-drift 0.9253572389801324 0.9271452446803332 0.9253643982571069 0.926293114129453 0.9263539678535625 0.9253156952298532 0.9233340354336912 0.9237979620740898 0.9228371347715284 0.92596706672246 0.9288085991567019 0.9272476422953868 0.9258164119007856
Borderline20 0.958802759541571 0.9457577553268471 0.9388310734474024 0.943827275710372 0.9413760668488415 0.9597626825212947 0.9590023289714981 0.9592221999391036 0.9587420971373453 0.9419400364552137 0.9569812621046213 0.9567912357802986 0.9562400506477998
Borderline20+Rare20 0.8420468810358723 0.8250395513064561 0.8168270336917977 0.8223944447674938 0.81626357710703 0.8426084041518189 0.8420270338644111 0.8412051317379882 0.8409820380734969 0.8209343361736201 0.8387590301237478 0.8379193008957018 0.837178245068221
Borderline20+Rare20-post-drift 0.7477217563769344 0.7456548829023766 0.741168825557601 0.7451736623829619 0.7395220447720043 0.7502519697769857 0.748336423356843 0.7503049267328546 0.7486693958971691 0.7412409137200264 0.7492777793079375 0.7498077089078246 0.7485646292777087
Borderline20-post-drift 0.9413910664413656 0.9384124385430377 0.9333598330910706 0.9365492805257105 0.9357107703669155 0.9428140673889521 0.9423062295034427 0.9417044637817782 0.9414736219141574 0.936473959211284 0.9436232952700908 0.9430440489013381 0.941233019225557
Borderline40 0.9519805797018134 0.9375000390972217 0.9310479389142182 0.9339771894874619 0.9308018904436456 0.9525104958192958 0.9522719134972795 0.9519296539338425 0.9514680834672107 0.9340535462901876 0.9497536452371154 0.9495645662931175 0.948631767327901
Borderline40+Rare40 0.7084528408009635 0.6903801397089024 0.686099749355543 0.6881398173986852 0.6829043686971417 0.7088214194607262 0.7083805367509767 0.7060855344090905 0.7068165010865413 0.6892381251107262 0.7047488945415675 0.7032726343008039 0.703146912723727
Borderline40+Rare40-post-drift 0.5373877138359318 0.5420284721480804 0.5337391938875795 0.5431044360672753 0.5316166262073038 0.5357329257953434 0.5359192264480166 0.534540322264149 0.5320455988543206 0.5345332203319614 0.5393135733465317 0.5406595516834671 0.5376638479863675
Borderline40-post-drift 0.9371015105252966 0.9356221561957371 0.9360033105253673 0.9349312281196863 0.9365130179553927 0.9366733329912507 0.9366221726825814 0.9366915995900758 0.9362512622915017 0.9355752803901959 0.9376000623189782 0.9391611409549835 0.937089304880196
Borderline60 0.94756769022724 0.9327060773362555 0.9278718604614821 0.9301686369482671 0.9258188808737985 0.9481783997143775 0.9481387111967787 0.9474597089730783 0.9472182374908327 0.9329753741733029 0.9460982844141858 0.9457157508445703 0.9440578329146554
Borderline60-post-drift 0.9342562260106411 0.9352323235435823 0.9338720571150921 0.9336418278306143 0.9321191243970314 0.9347148617448872 0.9342758412997462 0.9331550890159513 0.931254041245427 0.9338416455506039 0.9347332332841779 0.9355048367767174 0.9334235409127822
Borderline80 0.943922654177414 0.9315398713366896 0.9253196988504335 0.9296520967848088 0.922926336224281 0.9444465935168473 0.9445662433644909 0.9432139171083022 0.9430250490377523 0.9289524175740915 0.943031090460508 0.9426017590055733 0.9411993875911149
Borderline80-post-drift 0.928748536874898 0.9321886679319004 0.9294471002394744 0.9320180642381568 0.9304370611394189 0.9278773833259609 0.9271060935786949 0.9272465571687906 0.9276969258811097 0.9314100967887922 0.9305680914118453 0.9297467840254238 0.9294070583377304
Im1 0.8884764264327152 0.9050807734472825 0.9001462157178568 0.8987956638747883 0.8997758841287178 0.8837556748785153 0.8235397689472326 0.8204816044068681 0.8142695719820283 0.8913934723456076 0.8962782267634312 0.8891996336600139 0.854855421162901
Im1+Borderline100 0.5861120413607158 0.6347421026062167 0.5900749806742952 0.5924169510964419 0.5918368828805227 0.6343388604969485 0.5812443076335518 0.5845060876455558 0.5784584101232764 0.5901171793771094 0.65099917746419 0.6220561622975544 0.5919524237249866
Im1+Borderline100-post-drift 0.15220628462859018 0.31075190418457443 0.22505897427244073 0.2632093381012779 0.2241319678302346 0.011310675737016818 0.14160665437200476 0.13927745282132867 0.1384301374554728 0.22626183070684724 0.00139956199564294 0.3319430081488764 0.14178568174003833
Im1+Borderline20 0.7209479040794328 0.8730007875879819 0.734247680254694 0.8087008235176099 0.715193038457807 0.8531988629524448 0.7051463267262137 0.7070544583513957 0.691011893617286 0.7058703761997017 0.8759953084607106 0.8291718846707206 0.7704634037618427
Im1+Borderline20+Rare20 0.7128299096531273 0.8102062672003235 0.7263062063732814 0.7658538920026524 0.7030086027175837 0.7929750817505904 0.6761484488860813 0.6756253999106053 0.6632440993977649 0.6930197847916577 0.8130477406615109 0.7734323026128388 0.739050120607572
Im1+Borderline20+Rare20-post-drif 0.1805661843300413 0.652820483142734 0.2767444956227718 0.4491399214775874 0.24867011103016295 0.6304235082029487 0.1054290076913319 0.1037001504982035 0.10648924442988926 0.2755397361148976 0.622595802694239 0.6456543651876888 0.10518574357682095
Im1+Borderline20-post-drift 0.4735945765666991 0.8015216528248351 0.4507266268284741 0.6167973410570603 0.4138025034938766 0.7820662941675757 0.47153125974838095 0.47593365895542056 0.4725563897199998 0.4056416043615152 0.7808591468919301 0.7784399825948981 0.4812727899749657
Im1+Borderline40 0.6603555982219298 0.7980968487729669 0.6612509551957486 0.6902400897803872 0.6585511140431699 0.7825186491051506 0.6551726571429257 0.6530373672441935 0.6467125667711601 0.6503273114959489 0.806333361849053 0.7276866507682328 0.6866440189859481
Im1+Borderline40+Rare40 0.5564913373289521 0.6061746767077589 0.5584970928177432 0.5661968464782468 0.5491248190512037 0.6040279573586271 0.5457058752492534 0.5452530863327827 0.541851677170935 0.5447818403045115 0.613242976986202 0.5898564143947532 0.5620017845201835
Im1+Borderline40+Rare40-post-drif 0.07995819399852594 0.283369916774842 0.16355641805766719 0.2157677787154331 0.15062293555755193 0.0448991199630713 0.029871413391136633 0.028301313565960707 0.028227439522474876 0.16706038627640687 0.013417926423604285 0.31109012625813703 0.029278753851827197
Im1+Borderline40-post-drift 0.30759557557381634 0.6381713998962677 0.27582899905786773 0.38921162492604755 0.28500467804224683 0.6690779553216892 0.3124470859330844 0.3136718156679344 0.31148652811235444 0.2711589858994364 0.66128084841554 0.599737984549132 0.3158291951179954
Im1+Borderline60 0.6228405953736328 0.7078723900856818 0.6242942026360148 0.6291980267055018 0.6239064719855132 0.7086739910611183 0.6181869543841172 0.6177910979515624 0.6119244293004342 0.616645514411982 0.7270422639726344 0.6739245476110285 0.6353495692653999
Im1+Borderline60-post-drift 0.2211974146437899 0.5236678208274685 0.24060250057978153 0.3194742217254732 0.24620709082082923 0.45243005477267145 0.21199225074464284 0.21165682372007213 0.2104592351837301 0.23130525585797962 0.38182758167478126 0.47189174111989696 0.21467766980312533
Im1+Borderline80 0.5938583837755848 0.6620216675255263 0.6020673366503159 0.6029964723918322 0.6024129830246564 0.6606982426023208 0.5917110747951976 0.5901964489924169 0.5843843904193712 0.6049132654650099 0.6732333052165245 0.6362581387363424 0.6032525780266454
Im1+Borderline80-post-drift 0.17519599987303533 0.39171240480719566 0.23743018238703617 0.2770022276248832 0.2238470215284396 0.028758950771640226 0.16719674804367782 0.16575526545709313 0.16422489067277912 0.23428590712068828 0.0024887254303647007 0.37615111344136926 0.16793467181965085
Im1+Rare100 0.48086994735938243 0.36944344769492327 0.5120881969277256 0.4416581352498384 0.518416275504833 0.3460727451379127 0.3516904306025901 0.3505670498652975 0.3508438663353115 0.5164562326502504 0.34583048160810614 0.3628613856056081 0.3527375093588504
Im1+Rare100-post-drift 0.22479768810539377 0.013919411605379302 0.3114853376012339 0.16413061341622195 0.3072230718456962 0.0 0.004246804163099239 0.00382895241091195 0.003869370873467085 0.28983299438217164 0.0 0.03325798944572195 0.0038326769803844764
Im1+Rare20 0.8614883618802773 0.8801106925457224 0.870847908588567 0.888037405537439 0.8606950301140557 0.871222483367987 0.80893334548986 0.8204890347766232 0.8153878477504493 0.849910752583383 0.881816821711952 0.8785462563228738 0.8411646121952263
Im1+Rare20-post-drift 0.4575184078609298 0.7830081622901125 0.5703480823382259 0.777324282742329 0.5438193820450595 0.7606928789735597 0.13267836222401475 0.12522152795176594 0.12987256697510208 0.5270071976835008 0.7444909155896312 0.7999617513757187 0.12968757775911424
Im1+Rare40 0.815713491224967 0.8128416795628205 0.8219765947415961 0.8229715574888493 0.8128957285167681 0.801701232549678 0.734154110249257 0.7324261707440293 0.7172944142325364 0.7902444201728261 0.8085758742207038 0.8073438003338593 0.770131186364386
Im1+Rare40-post-drift 0.35173734798573136 0.6444521133528965 0.4028148370269469 0.6626823004521036 0.40158358951363576 0.5878320235014661 0.04866612847972698 0.0435979835934632 0.04196325038237481 0.40568216089277276 0.5692391651806116 0.6689207737915065 0.04783154326755687
Im1+Rare60 0.7008780211783886 0.7113235618568099 0.7055083451707017 0.7291658240863724 0.7214957986633702 0.7006272183751103 0.6442721845799394 0.648417388354765 0.6332451574900806 0.7011790839035943 0.7058350960307125 0.7104552692169726 0.6741133302717052
Im1+Rare60-post-drift 0.2702969577084104 0.43918812874569935 0.34225680429822936 0.5118850979142748 0.3221965980144109 0.3683083905608342 0.018645757983602174 0.017268446499474073 0.016804273415991552 0.33153976757669523 0.3622297534083756 0.47119023044873026 0.01813705867593028
Im1+Rare80 0.628951999692964 0.5695209277944369 0.6215553110009651 0.5798928637240817 0.6307430805966772 0.5626051310502762 0.5230538633550315 0.5282534152999636 0.5172743085671025 0.6172304106165177 0.5647623726472344 0.5703803295784304 0.5426989481458085
Im1+Rare80-post-drift 0.19481057989174025 0.21948367094171012 0.23864080543813743 0.35988335976315816 0.1726196010328934 0.08789189521146551 0.00623746362086729 0.004234380461317755 0.004155368094515587 0.2078949731212182 0.08614912775396028 0.2362349016001653 0.004795839286813122
Im10 0.9689312555115042 0.9744903424019843 0.9727516536820212 0.9741777867705561 0.9720275833689316 0.9702657422094435 0.9641335583229482 0.96473271666364 0.9618802361012854 0.9679882163102029 0.9750001980811615 0.9736007322345206 0.9707383992033844
Im10+Borderline100 0.8378949626913562 0.8556883033962257 0.8262943900829317 0.8319334839990671 0.825293384832201 0.862797449604412 0.8382715045132357 0.8403647835593905 0.8356713350201213 0.8199527903721033 0.8647478685848736 0.8537666164429679 0.8461812317958832
Im10+Borderline100-post-drift 0.7360782488080606 0.7788375730265126 0.736562023247195 0.7495453670541912 0.7395530843800512 0.7736623464192026 0.674159901778743 0.6752268551404047 0.6657681254261008 0.7210959167058552 0.7737017813041491 0.7681711946355542 0.6844926734177196
Im10+Borderline20 0.8943524929023462 0.9308600100338184 0.8839801349459345 0.9001023104340428 0.8790245951561495 0.9268334225204768 0.9063507884287556 0.9068117484439306 0.9042656271889535 0.8749741536653203 0.9313082635809375 0.9203763185356795 0.9185769380324166
Im10+Borderline20+Rare20 0.8246738892675839 0.8510795695713798 0.8239780670945777 0.8360447337293654 0.8192425273031002 0.8501992958203162 0.8363089234288856 0.8360541840310785 0.8324821189454373 0.8108229148652607 0.8516841144746207 0.8485504553482818 0.8491407744676033
Im10+Borderline20+Rare20-post-drif 0.6903251178400693 0.7435626653118765 0.6897334507595326 0.6923984207058105 0.6850737440507517 0.7463900554153703 0.6619851908157554 0.6596423404034699 0.6569786190362926 0.6693384827748923 0.7422145276579376 0.7277310983720977 0.676852253640212
Im10+Borderline20-post-drift 0.7882812882582628 0.8759267756811231 0.7815471293277543 0.7988891417990734 0.7827405104603515 0.87507287624667 0.7972989815645184 0.8000886682479578 0.7952971943006443 0.768643263934774 0.8818208653517817 0.8475170181899193 0.8088862173083933
Im10+Borderline40 0.8712343992809821 0.8976427697174206 0.858610162948257 0.8679762443433254 0.8567406997134392 0.8971432824384155 0.8827063870975731 0.8816006727272548 0.8764707720446583 0.8511420907828341 0.8968723151761244 0.8901725908810674 0.8894437676636003
Im10+Borderline40+Rare40 0.6560384247915106 0.7136886916334096 0.643589382101481 0.7090503879140472 0.6444993094344244 0.7148568098085673 0.7074709119217304 0.7093186445454461 0.7031652352995376 0.5906879586794073 0.6980202296115482 0.7174558433989401 0.7108000745284733
Im10+Borderline40+Rare40-post-drif 0.4280681270850576 0.5486202930526689 0.4273144718567461 0.5437916125942194 0.41372858528094325 0.5382794276206984 0.4031370399554816 0.4041255122783486 0.39288621285111797 0.3752485203078384 0.5006583318185573 0.5416560300851408 0.43121551937907043
Im10+Borderline40-post-drift 0.7699167095258133 0.8241878692791519 0.7676267973496865 0.7783083983412967 0.7638398599703335 0.8303958649737627 0.7694293160526929 0.773829352066151 0.7675228375633801 0.756848776730304 0.8211880698816936 0.8050625983373341 0.7821082996888863
Im10+Borderline60 0.8541215083019117 0.8777603118389936 0.8440695805154068 0.8509855436431245 0.8419367160108547 0.8815381181550181 0.8640342891666338 0.8635127275230705 0.8589611195243712 0.8379630649553088 0.8779019644765788 0.87324300925508 0.8687123902920548
Im10+Borderline60-post-drift 0.7499079499875446 0.8004176439400864 0.7499538652697864 0.7629961368469275 0.7485818012723012 0.8086930929831136 0.732915113174231 0.7280596636772496 0.7369489595680133 0.7403767623715626 0.7971388955286749 0.7857638522637518 0.7445558556987842
Im10+Borderline80 0.8457695298886003 0.8648838540795191 0.8352676402940367 0.8417494920193822 0.8323715868149278 0.8717801750284228 0.8516031791335537 0.8510039630714944 0.8472441969446165 0.8280237144865751 0.8723859049903918 0.8617033285485846 0.8587973232188504
Im10+Borderline80-post-drift 0.7416094682047835 0.7851401043272552 0.743167259082115 0.7565764152631924 0.7465250348420213 0.7897374289229804 0.6929870625824881 0.6964132375673661 0.6932218082945468 0.7338566647541203 0.7915138503941241 0.7754420133135401 0.7099626678899661
Im10+Rare100 0.36326477100940385 0.3884729860794248 0.36776398967112184 0.3978438026915766 0.36663645703508124 0.3506883583248066 0.36121462116898084 0.36229159563605184 0.36047005262684195 0.359682442157784 0.3480958137535312 0.39535946358481733 0.3755710238436578
Im10+Rare100-post-drift 0.027928690560370235 0.012621405555700228 0.026791231096828814 0.0808655084101445 0.029787884290499913 0.000162606904144381 0.026456851831166556 0.02361449820447551 0.01761057148714853 0.01721229329739668 0.0002631923112135236 0.04395450820244357 0.038820780919209236
Im10+Rare20 0.9267750783904125 0.9170041546556378 0.9271916406738775 0.925066023908704 0.9261375354606599 0.9137436990738843 0.90701105509874 0.9077896607106984 0.905334932946559 0.9214482377568571 0.9171458395442121 0.91656652349992 0.9127484981075318
Im10+Rare20-post-drift 0.8657438651448595 0.8427265752489623 0.8659115952451519 0.8683995848723868 0.8709093562448484 0.8523973772558058 0.7820186604019073 0.7909185508445299 0.780676997652942 0.8364210691126138 0.8511021525791793 0.8502224284814146 0.8035439607748596
Im10+Rare40 0.7907861939749 0.831146326614456 0.7909167437905671 0.8465363387837358 0.7974448385268813 0.828138011763604 0.8201224402657503 0.8197989476402041 0.8174507017269499 0.7505532516656178 0.8312645472046026 0.8309092486823872 0.826881067409428
Im10+Rare40-post-drift 0.6256814625660423 0.6958207074050887 0.6256606535146328 0.7576342663141012 0.6209003676650913 0.7007618238689016 0.6147092751487485 0.613123352470187 0.6080642297936941 0.5091423339444754 0.6989502369100887 0.7122396138082068 0.6334302839347768
Im10+Rare60 0.5443200865421227 0.7200492761691312 0.5437091059137824 0.678984415327675 0.5482966886160304 0.7160621913214839 0.7080939561713637 0.7079249979818784 0.7037956170804676 0.507525276436025 0.719275820290549 0.7198060230665467 0.7152916508242602
Im10+Rare60-post-drift 0.21775864315597956 0.5049517071279357 0.21767662347655214 0.4640710638446039 0.20782842520249992 0.5195809094260567 0.4108925026244844 0.4083183067595435 0.40074792228166933 0.14255810749706488 0.5080944960577897 0.533346944931359 0.4200954711398768
Im10+Rare80 0.4460936569093947 0.5782186094229648 0.42460394345451463 0.5131466586885964 0.42708560614685 0.5702252916790108 0.5481228057859133 0.5574253826443517 0.541501215558018 0.4053721462183062 0.5718974935595104 0.5789874972420904 0.566373089678883
Im10+Rare80-post-drift 0.0945513340478342 0.25195372884128064 0.0669243174546881 0.20147956648847642 0.06562088606243979 0.26831134205456825 0.10155640516401075 0.09465295138467417 0.08152619241218298 0.035065269452372864 0.26073592014168206 0.30636704786292407 0.144711688664702
Im2 0.9229977281113045 0.9370286488341472 0.9296076007032694 0.9337147677927063 0.9260068574120669 0.9236941949612257 0.8896187213814366 0.8903071075584053 0.8843357538385612 0.9121681461314202 0.9331376057309629 0.9294873659366887 0.9088212636616274
Im20 0.9799794102093525 0.9822232058203291 0.9815890121744908 0.9820272307488155 0.981219247534356 0.979068786127653 0.9764629320091899 0.9764289167656073 0.973115826557846 0.9794407164917631 0.9825570753963436 0.982182356648401 0.9804686410354349
Im3 0.9372322096822298 0.9506468525277559 0.9422967018996457 0.9490142026102145 0.9425850867221622 0.9384418918240882 0.9146212344607094 0.9156522723755394 0.9125507856629893 0.9303838149307806 0.9479565763010501 0.9452673718302809 0.9302130840807139
Im30 0.9826283340630326 0.9830792285772008 0.9833625233587115 0.9837494225702662 0.9834023649060051 0.9816998684745504 0.9807218973814448 0.9806386266327138 0.9783773563848966 0.9828565160794709 0.9841415529958515 0.9842900096290421 0.9833589803893428
Im40 0.9835918864863779 0.9834198274276521 0.9839042568418995 0.9839329741971938 0.9840150171069705 0.9828608486957934 0.9823383640004946 0.982486174678844 0.9815986652679105 0.9836684467654652 0.9846462892391971 0.9849292687043999 0.9841861947962569
Im5 0.9547034991404066 0.9649440165219225 0.9582074366618853 0.9637596543930462 0.9598003842359785 0.9575977416566661 0.9434227645053542 0.9437418359764298 0.9416165681775268 0.9517886602269617 0.9645446157614702 0.9627356730129987 0.9537906515580522
Join3 0.9674174744671921 0.9658258233479223 0.9674275276083906 0.9677373977073783 0.9661063689218247 0.9639721828469315 0.9631900594166065 0.9621404816484898 0.9617316099199579 0.9662559228266093 0.965875700087718 0.9662072333460588 0.964783675271121
Join3-post-drift 0.9915528438523903 0.9903419906732606 0.9889605405113261 0.9897215665017839 0.9896911591885835 0.9919930322977997 0.9918223344172448 0.9919829383676348 0.9917628934429543 0.9896803105020519 0.9917829146687341 0.9915727170983993 0.9914528567355912
Join5 0.9732215219235889 0.9706494595926872 0.9737339950893277 0.9732738836541469 0.9736620119390639 0.9653358421044582 0.9679739524422873 0.9670010308047635 0.965447728201987 0.9698926674872798 0.9692975967115344 0.9709716915838327 0.9696193847562986
Join5-post-drift 0.9922526221965314 0.9907510943002955 0.9898302615007191 0.9907911392040001 0.9909111411031468 0.9922825849607487 0.9925430912880033 0.9922626870210859 0.9921123836828726 0.9907812319416874 0.9920625172775511 0.9921624410407226 0.9919223745954321
Join7 0.9634908716250722 0.9638696479304798 0.9622565800296795 0.964580549608727 0.9646001607385587 0.9568266684819351 0.9588202542630032 0.9570172232288634 0.9558048664648554 0.9645523300146778 0.9597071583022663 0.9617501658636097 0.9587350400725504
Join7-post-drift 0.9949051727414784 0.994515063350624 0.9936646678020208 0.9937845988967042 0.993955049642808 0.9951655468886444 0.9952153523838609 0.9953958159895251 0.9948454716253826 0.9937647135106379 0.9952559394354428 0.9950658114332072 0.995055648614969
Move3 0.9573969035744122 0.9544235290678508 0.9554442369470967 0.9567434745044825 0.9540027586982324 0.9526088862324685 0.9531678971940074 0.9497349251660369 0.9505084364770215 0.9549040384403419 0.954622340212654 0.9560659222208326 0.9515381078690045
Move3-post-drift 0.9813906981187793 0.9812298280935028 0.9816203129572318 0.9818609191544121 0.9812599670487054 0.9803988119020866 0.9803384302063369 0.979778903990379 0.9789581312691825 0.980739326358682 0.9813606719717495 0.9818906100572923 0.9801894053069745
Move5 0.9598096202826616 0.9543426878395781 0.958468384744117 0.9581876753882728 0.9592473860064369 0.9514532143880754 0.9514687695029375 0.9491851589763652 0.9489530117859729 0.9563485208664291 0.9538528745366406 0.9549346538662885 0.9528044384064691
Move5-post-drift 0.9748931189013854 0.974069959106838 0.9748222562626391 0.9750305987231048 0.9748314003689147 0.9745932856489987 0.9742653726970741 0.9736822498219465 0.9711201738126573 0.9759357696832376 0.974611549553981 0.9750519058950468 0.9739714143777424
Move7 0.946561585442941 0.9463417512462726 0.9458424166834238 0.9476153403833257 0.9474149755318793 0.9407307068350697 0.9413540363843197 0.9392903499051681 0.9385095312288143 0.9475507926259565 0.9437573829205408 0.9463713793321404 0.9407904757125931
Move7-post-drift 0.9684941943940794 0.9710837961861245 0.96760176960259 0.9708845915184757 0.9688417155610357 0.9661163881708298 0.965695924454651 0.9637714624401913 0.9618299050615478 0.9683735948375657 0.969269282364704 0.9684699967974268 0.9655747656943104
Rare100 0.4271853227889873 0.4240160597313476 0.43174375980480045 0.42448896960868837 0.42821315584288294 0.39163868250387796 0.3889465099615743 0.3828907950536251 0.3794799301833444 0.4113806234198979 0.4073301215075994 0.4140997135987024 0.3968476771404863
Rare100-post-drift 0.1514733647524266 0.148948683697417 0.15870675724392547 0.14974709869661804 0.14614733762088636 0.09092847702836915 0.0878322946883866 0.08728196883461518 0.07938008133241264 0.1185170561927516 0.12858779669345924 0.1322628740859415 0.11413430351485035
Rare20 0.8763689778920754 0.8765917625347694 0.8763019590995387 0.8767425434817869 0.875189950506403 0.8760887232267315 0.8764800695589995 0.8759389992619397 0.8757288097418452 0.876223081890749 0.8773003156347926 0.8770005523605103 0.8765204868270995
Rare20-post-drift 0.7892580327407426 0.7900454270689152 0.7869070381871691 0.7898666182905347 0.787552470386859 0.7908727270815121 0.7891343573186193 0.7900603284980974 0.7900621134601997 0.7866229770111149 0.7906301648070029 0.7908898482489914 0.7902494880415165
Rare40 0.7593960465505997 0.7589852352146969 0.7598592821549643 0.7593401209243276 0.7583868895809813 0.7580181367046501 0.7582402732003457 0.7575160110884537 0.7569547549439294 0.7589282188823193 0.7590531543510883 0.7589924677335972 0.7582022490276427
Rare40-post-drift 0.593938147251023 0.5889658389627538 0.5937856924736121 0.5905249741523048 0.5902530354883682 0.588498079232345 0.5897300253812139 0.5880535144356565 0.5876826149068465 0.5891993477531132 0.5887772286314634 0.5900059856795625 0.5879577240987027
Rare60 0.6491137989802822 0.6412202686011779 0.6490047276136969 0.6455726562214562 0.6478903848410045 0.6350274930856377 0.6351643011714218 0.6345688061467891 0.6342964443870325 0.6424511237613295 0.6364078675945803 0.6364623714305445 0.6357157756132764
Rare60-post-drift 0.4217230430672176 0.4087133833740262 0.4213851054112674 0.41335533498540683 0.4200211420138561 0.3911163502591919 0.3897032677182869 0.39182406717828255 0.39056850216309313 0.41130255038977365 0.39215761738502036 0.3949287967765535 0.39041584854382605
Rare80 0.5442856864886039 0.5309196637106647 0.5443975239696119 0.5335792635648686 0.5417942331419061 0.5072043233206803 0.5096888770849121 0.5062631858494959 0.5050916977697458 0.5317026323526971 0.515705351425299 0.5187518386079022 0.5125068846790923
Rare80-post-drift 0.2680627910576051 0.2504305724065107 0.26975442599167354 0.25578291927977775 0.2652595559323442 0.20248906596151228 0.20466302432073089 0.1934213644190914 0.19176949150820122 0.23577853756818942 0.22304998480912214 0.22832819626281325 0.2119280843823279
Split3 0.9738285280152708 0.9708331674403563 0.970673212501231 0.9716236664654265 0.9719835139329251 0.973767768633137 0.9739380591773729 0.972805894341796 0.9733262136026234 0.9721447752045129 0.9739265528837963 0.973406281957286 0.9730157998122779
Split3-post-drift 0.9786027962312042 0.978713257956514 0.9771835800520512 0.9792444935209388 0.9778334085239492 0.9784518399430945 0.9783618760761099 0.975890709143193 0.9757302514163096 0.9770222974972143 0.9783328190070307 0.9797839407074833 0.976831470814935
Split5 0.9749612323214342 0.9730548216722952 0.9720713041554567 0.9721415425077052 0.9724924842118986 0.9752531716374543 0.9752130240590744 0.9739010339589538 0.9739816566073248 0.9737570066007248 0.9754702249760059 0.9738095040196185 0.9733581671463366
