Experiment HNOB NOLOB NOOB NOOBExtendsOOB NOOBWithWindow1000 NULOB NUOB NUOBExtendsUOB NUOBExtendsUOBWithPsiCoeff NUOOB OB OOB UOB
Borderline100 0.97017 0.9645749999999988 0.9618449999999998 0.9631049999999998 0.9608600000000002 0.9706900000000003 0.9706149999999998 0.9698799999999994 0.969905 0.9634400000000005 0.9702849999999994 0.9699449999999998 0.96914
Borderline100-post-drift 0.9627149999999998 0.9636099999999996 0.9627199999999999 0.9631850000000003 0.9632149999999997 0.9626949999999996 0.961705 0.961935 0.9614549999999995 0.9630199999999998 0.9644399999999999 0.9636599999999997 0.9629450000000002
Borderline20 0.9794200000000004 0.9729000000000001 0.9694399999999996 0.9719349999999999 0.9707100000000001 0.9798999999999998 0.9795200000000003 0.9796299999999999 0.9793899999999998 0.9709950000000004 0.9785099999999999 0.9784149999999999 0.9781400000000002
Borderline20+Rare20 0.9210450000000006 0.9125249999999998 0.9084099999999998 0.9111999999999995 0.90813 0.9213250000000001 0.9210350000000005 0.9206249999999998 0.9205150000000002 0.910465 0.9193950000000005 0.9189749999999998 0.918605000000001
Borderline20+Rare20-post-drift 0.8738900000000001 0.8728650000000003 0.8706000000000006 0.87262 0.86978 0.8751649999999997 0.8742000000000002 0.8751949999999998 0.8743749999999997 0.8706300000000005 0.8746749999999995 0.8749399999999993 0.8743249999999998
Borderline20-post-drift 0.9707200000000005 0.96923 0.966705 0.9683000000000003 0.9678799999999994 0.97143 0.9711750000000002 0.9708749999999999 0.9707600000000002 0.9682600000000002 0.9718350000000002 0.9715450000000005 0.9706400000000004
Borderline40 0.9760100000000004 0.9687650000000002 0.9655350000000005 0.9669999999999994 0.9654149999999998 0.9762750000000006 0.9761550000000002 0.9759850000000004 0.9757549999999998 0.9670400000000005 0.9748949999999992 0.9747999999999993 0.9743350000000001
Borderline40+Rare40 0.8541899999999996 0.8451449999999993 0.8429899999999995 0.8440299999999992 0.8414 0.854375 0.8541549999999992 0.8530099999999995 0.8533749999999997 0.8445599999999994 0.8523449999999996 0.8515999999999996 0.8515449999999996
Borderline40+Rare40-post-drift 0.7684950000000004 0.7708550000000001 0.7666350000000004 0.7713750000000005 0.7655900000000002 0.767755000000001 0.7678150000000002 0.7671550000000006 0.7659100000000001 0.7670100000000007 0.7695450000000004 0.7702050000000001 0.7687100000000003
Borderline40-post-drift 0.9685750000000002 0.9678400000000005 0.9680299999999993 0.9674950000000001 0.9682850000000002 0.9683599999999999 0.9683350000000001 0.9683699999999993 0.9681499999999997 0.9678149999999998 0.9688249999999998 0.9696049999999992 0.9685700000000004
Borderline60 0.9738099999999997 0.966375000000001 0.9639549999999999 0.9651049999999999 0.9629300000000004 0.9741150000000001 0.9740949999999994 0.973755 0.9736350000000001 0.9665100000000006 0.9730749999999996 0.9728849999999999 0.9720550000000003
Borderline60-post-drift 0.9671549999999997 0.967645 0.9669650000000002 0.96685 0.9660900000000001 0.9673849999999997 0.9671650000000005 0.9666049999999998 0.9656550000000006 0.9669499999999991 0.9673949999999998 0.9677800000000006 0.9667399999999996
Borderline80 0.971985 0.9657950000000003 0.96268 0.9648499999999998 0.9614850000000006 0.9722449999999989 0.9723050000000003 0.9716299999999997 0.9715349999999997 0.9645000000000001 0.971540000000001 0.9713249999999993 0.9706250000000003
Borderline80-post-drift 0.9643999999999994 0.9661200000000001 0.9647499999999998 0.9660349999999999 0.965245 0.9639649999999997 0.9635800000000002 0.9636499999999999 0.9638749999999999 0.9657300000000008 0.9653099999999999 0.9649 0.9647299999999995
Im1 0.9932200000000014 0.9937800000000007 0.9937050000000015 0.9937600000000014 0.9937300000000012 0.9929400000000017 0.990835000000001 0.9905600000000007 0.9901200000000003 0.9933950000000012 0.9939000000000016 0.9936750000000016 0.9923950000000002
Im1+Borderline100 0.9596699999999998 0.9715050000000004 0.9610500000000007 0.9602449999999996 0.9614549999999997 0.973835 0.9574749999999999 0.9586149999999993 0.9565100000000002 0.9606350000000003 0.9760149999999994 0.9694499999999993 0.9608249999999999
Im1+Borderline100-post-drift 0.9041050000000002 0.9851100000000004 0.9512449999999998 0.95463 0.9505850000000002 0.9901449999999998 0.8962550000000005 0.8942299999999997 0.8935599999999998 0.9503599999999998 0.9900950000000001 0.9750099999999999 0.8959750000000005
Im1+Borderline20 0.986015 0.9935150000000016 0.9871100000000002 0.9912400000000007 0.9855400000000002 0.9928400000000012 0.9844750000000007 0.9844700000000002 0.9827750000000006 0.9844700000000008 0.9938050000000014 0.9922650000000011 0.9894050000000008
Im1+Borderline20+Rare20 0.9845650000000002 0.9895100000000007 0.9854300000000008 0.9877650000000009 0.9836700000000006 0.9888300000000004 0.9819299999999999 0.9818750000000002 0.9805000000000008 0.9829800000000009 0.9897600000000005 0.988185 0.9865050000000004
