Experiment HNOB NOLOB NOOB NOOBExtendsOOB NOOBWithWindow1000 NULOB NUOB NUOBExtendsUOB NUOBExtendsUOBWithPsiCoeff NUOOB OB OOB UOB
Borderline100 0.8800750278242228 0.842720812382998 0.8264461717966901 0.8362167669967018 0.8255045721727926 0.9057026123146515 0.9013921453509961 0.9007996164096405 0.9024306877773958 0.8333886285137706 0.8834539563291544 0.8842186960302117 0.8811705804096115
Borderline100-post-drift 0.8321175239801374 0.8165531008021634 0.7938038797306513 0.8074818030351397 0.7913160597852366 0.8971908056656552 0.8882594745316484 0.8884356900877453 0.8888296483557128 0.8051980787964991 0.8719710207898663 0.8714980984487916 0.8646302273703397
Borderline20 0.9368665401197331 0.9191930081753725 0.9121665728983693 0.9170398286023669 0.9121943688529569 0.9416533081052982 0.939026733248323 0.9398543689249199 0.9402036983341587 0.9154239774609642 0.932758088930083 0.9327728392900905 0.9321773344068671
Borderline20+Rare20 0.7863973209192988 0.7239626205222458 0.7125967966696247 0.7197393585645065 0.7119653792286642 0.7911748857811616 0.7877910120365741 0.7862503495085872 0.7911943761423581 0.7247228285669426 0.7626624537736885 0.7629973476044997 0.7616654998743168
Borderline20+Rare20-post-drift 0.6305760250734085 0.5434001358895235 0.5251209672502799 0.5388231547246746 0.5267729435891902 0.6565685110993652 0.6487633049729123 0.6470570374876584 0.6554563713716576 0.5473170063659758 0.6079431255480744 0.6085080989207104 0.6041072816552916
Borderline20-post-drift 0.91068370676967 0.8918178355967048 0.8834706621058737 0.888489572554304 0.882995621866312 0.9210817954890974 0.9174580709687619 0.9171360383914411 0.917886526365776 0.887969910892325 0.9103875645609183 0.9107462640954673 0.9081750214119431
Borderline40 0.9167229369171843 0.8891215588050844 0.880955146730335 0.8850072979318351 0.8802823295796038 0.9256078472934819 0.9225754151173703 0.9230278634639383 0.9235649447595692 0.8848859457465995 0.9118539625306383 0.9123511750982698 0.9111181662329613
Borderline40+Rare40 0.6198397879904364 0.5592858268231851 0.5445944135014623 0.5544957771827541 0.5418457232287998 0.6323951219255527 0.6250654397048045 0.6276608604102537 0.6335321747122259 0.5534420390861113 0.5981196816861275 0.5983927802755028 0.5978995466138511
Borderline40+Rare40-post-drift 0.38261509205646815 0.31293093603510075 0.2932084383531455 0.3122079698328795 0.29398717490898213 0.41199306733267965 0.4040932533196171 0.40469744354054876 0.41161486792349966 0.31037219836571533 0.3656664295500894 0.3676345509363268 0.36522882486761676
Borderline40-post-drift 0.8803792389160883 0.8631953455019848 0.8552552858176312 0.8610744985196926 0.8539384858121304 0.9086701428162332 0.9052952821757931 0.9026542420442412 0.9051649800854297 0.8643145533939952 0.8914087977310132 0.893269059081112 0.8892762437471888
Borderline60 0.9054618040616798 0.8679577363474009 0.8575361813938638 0.8637304827611173 0.8578872056748075 0.9164268127952727 0.9133277196624381 0.9138183502861956 0.9141829930336699 0.8662520539492442 0.8997842518645943 0.9001479459194057 0.8979682577799951
Borderline60-post-drift 0.8700108814467805 0.8439962603499015 0.8353134392172161 0.8369816864545632 0.833126880060552 0.9067581399196912 0.9031906431065296 0.9013290763240492 0.901744257142482 0.8389904886306943 0.8856796939522422 0.8861392972416668 0.8825632275698974
Borderline80 0.8913954092767298 0.8560120401432357 0.8426102024832506 0.8521888738150148 0.8409025067260143 0.9098762828599415 0.905354095687454 0.9057260258661356 0.9066239572529783 0.8485808766026505 0.8901409767536441 0.8913138703516218 0.8882183594501959
Borderline80-post-drift 0.8444121900370375 0.8331832769997546 0.8152086664915882 0.8240573554936188 0.8152996680895808 0.9003017223978695 0.8946315156350271 0.8945057721993466 0.8971969522690005 0.8239503526201527 0.8765823756595467 0.8766812098800585 0.8745181708493719
Im1 0.9613806130312332 0.9618336948631395 0.9549640000535536 0.9623223477002771 0.9573562609431419 0.9704012050276073 0.9765533915116849 0.9761770697659818 0.975407090390949 0.9580295943461071 0.9694767910220432 0.9716213780286113 0.9744922630573136
Im1+Borderline100 0.8496758666081742 0.7404810127255382 0.7739055264526838 0.815725351842549 0.7762581296953941 0.7791767011771128 0.8813866583188096 0.8848875496767006 0.8903771806343893 0.7942694838098545 0.7406424029930062 0.8023192226964951 0.8534983239975967
Im1+Borderline100-post-drift 0.7472072719911317 0.4103755986282288 0.5331610776493511 0.6746193204552863 0.5362126550693973 0.11543501449344117 0.7716220348631987 0.773060036990032 0.7744334101688974 0.5549124147068639 0.11161387705418019 0.5086398074372172 0.772026809651663
