Experiment HNOB NOLOB NOOB NOOBExtendsOOB NOOBWithWindow1000 NULOB NUOB NUOBExtendsUOB NUOBExtendsUOBWithPsiCoeff NUOOB OB OOB UOB
Borderline100 0.9886276393556099 0.989721841793785 0.989947879293442 0.9897797899391536 0.989637588370704 0.9893971022086366 0.9893602460113763 0.9889138009975943 0.9889591468465668 0.9897791239450429 0.9899621505281231 0.9898715061598273 0.9895059657706163
Borderline100-post-drift 0.982988559918312 0.9854350755309081 0.9853801256997253 0.984810812696633 0.9855425009888831 0.9852965582131508 0.984728440484076 0.9843623589011844 0.9841845077020966 0.9851594111603853 0.9862246472724194 0.9848045385137396 0.985363039557077
Borderline20 0.9977521609520633 0.9978798456633244 0.9978206061754462 0.99786831713499 0.9977761960917851 0.9978504799456828 0.9977720038472389 0.9977234757354622 0.9976975574218716 0.9978382572078277 0.9979584828594031 0.9979058620111405 0.9978632262891475
Borderline20+Rare20 0.9439738010208255 0.9466838711195554 0.9460290645638545 0.9461372927543792 0.9466682572479038 0.9432159591961965 0.9439033893082861 0.9422912896133048 0.9416963927888049 0.9453578436703058 0.9486667176532836 0.9477245307926792 0.9453882125082432
Borderline20+Rare20-post-drift 0.9034173683462718 0.9143039695410455 0.9152623789378193 0.9163314075356616 0.9177155346831957 0.9042337387221948 0.9041224778066601 0.9024652232701775 0.9015227636121266 0.9114437409489792 0.913207733863814 0.9156086019677225 0.9107208119372232
Borderline20-post-drift 0.9962546331851238 0.9965289606735753 0.9964506101082812 0.996556821855109 0.9964996155252599 0.9963112107732097 0.9964118918004029 0.9962290304527508 0.9962831974719621 0.9964350730899596 0.9965436894498795 0.9964917242252382 0.9963414303071864
Borderline40 0.9958041431631633 0.9960403540574622 0.9960249879963686 0.9960543417071368 0.9959408454818655 0.9959365861344353 0.9958985524735067 0.995727019016262 0.9957037049120683 0.9960426524761781 0.9961639508544373 0.9961076467535357 0.9960190419552685
Borderline40+Rare40 0.8773848393479902 0.884730108863922 0.8819714194451701 0.8838194361035346 0.8818462370682245 0.8754006601059809 0.877091409287338 0.8750385697036155 0.8734339585790775 0.8811526346346402 0.8837129149157028 0.8842654958267865 0.8809475426329081
Borderline40+Rare40-post-drift 0.8045842192943412 0.821326878315371 0.8232497837430879 0.8234625262510765 0.8256970050595043 0.800325023395829 0.8020607134057772 0.7991643782322569 0.7944811870350864 0.8165410642146117 0.8164858061082214 0.8178969216666142 0.8103883340708004
Borderline40-post-drift 0.9929715581598627 0.9937138364342841 0.9937910343747453 0.9936189274506715 0.9938533364923976 0.9933854023331256 0.9933848957457155 0.993322383563079 0.9932843088927764 0.9936455702904348 0.9935586169573098 0.9937462769149075 0.9933765100063852
Borderline60 0.9936405932581419 0.9941312306426332 0.9941607634482869 0.9941972500676021 0.9940759140965195 0.9940324130471595 0.9939492897820679 0.9938187662551691 0.9938011121102766 0.9942549366617662 0.9942874780526978 0.9942444780780858 0.9940960680934018
Borderline60-post-drift 0.9893656985860582 0.9910792285517688 0.9911083955419425 0.9907432939486956 0.9908550392909017 0.9908494973055854 0.990687220701997 0.9905710366572548 0.9903708946501378 0.9906128923026007 0.990815909728295 0.9910060588420049 0.9906390830181813
